site,taxon,class,n
nb10,PAST,>4cm,0
nb10,PCLI,<4cm,0
nb10,PCLI,>4cm,0
nb10,PORI,<4cm,0
nb10,PORI,>4cm,0
nb10,PPOR,<4cm,0
nb10,PPOR,>4cm,0
nb10,PSTR,<4cm,0
nb10,PSTR,>4cm,0
nb10,SBOU,<4cm,2
nb10,SBOU,>4cm,1
nb10,SIDE,<4cm,0
nb10,SIDE,>4cm,0
nb10,SINT,<4cm,1
nb10,SINT,>4cm,0
nb10,SRAD,<4cm,41
nb10,SRAD,>4cm,1
nb10,SSID,<4cm,19
nb10,SSID,>4cm,0
nb11,AAGA,<4cm,0
nb11,AAGA,>4cm,0
nb11,AFRA,<4cm,0
nb11,AFRA,>4cm,0
nb11,AGAR,<4cm,0
nb11,AGAR,>4cm,0
nb11,ALAM,<4cm,0
nb11,ALAM,>4cm,0
nb11,CNAT,<4cm,0
nb11,CNAT,>4cm,0
nb11,DLAB,<4cm,0
nb11,DLAB,>4cm,0
nb11,DSTO,<4cm,0
nb11,DSTO,>4cm,1
nb11,EFAS,<4cm,0
nb11,EFAS,>4cm,0
nb11,MADR,<4cm,0
nb11,MADR,>4cm,0
nb11,MALI,<4cm,0
nb11,MALI,>4cm,0
nb11,MCAV,<4cm,1
nb11,MCAV,>4cm,1
nb11,MDEC,<4cm,0
nb11,MDEC,>4cm,0
nb11,MFER,<4cm,0
nb11,MFER,>4cm,0
nb11,MMEA,<4cm,0
nb11,MMEA,>4cm,0
nb11,OFRA,<4cm,0
nb11,OFRA,>4cm,0
nb11,OROB,<4cm,0
nb11,OROB,>4cm,0
nb11,PAST,<4cm,1
nb11,PAST,>4cm,0
nb11,PCLI,<4cm,0
nb11,PCLI,>4cm,0
nb11,PORI,<4cm,0
nb11,PORI,>4cm,0
nb11,PPOR,<4cm,0
nb11,PPOR,>4cm,0
nb11,PSTR,<4cm,0
nb11,PSTR,>4cm,0
nb11,SBOU,<4cm,0
nb11,SBOU,>4cm,0
nb11,SIDE,<4cm,0
nb11,SIDE,>4cm,0
nb11,SINT,<4cm,4
nb11,SINT,>4cm,1
nb11,SRAD,<4cm,0
nb11,SRAD,>4cm,0
nb11,SSID,<4cm,1
nb11,SSID,>4cm,1
nb12,AAGA,<4cm,0
nb12,AAGA,>4cm,0
nb12,AFRA,<4cm,0
nb12,AFRA,>4cm,0
nb12,AGAR,<4cm,0
nb12,AGAR,>4cm,0
nb12,ALAM,<4cm,0
nb12,ALAM,>4cm,0
nb12,CNAT,<4cm,0
nb12,CNAT,>4cm,0
nb12,DLAB,<4cm,0
nb12,DLAB,>4cm,0
nb12,DSTO,<4cm,1
nb12,DSTO,>4cm,0
nb12,EFAS,<4cm,0
nb12,EFAS,>4cm,0
nb12,MADR,<4cm,0
nb12,MADR,>4cm,0
nb12,MALI,<4cm,0
nb12,MALI,>4cm,0
nb12,MCAV,<4cm,0
nb12,MCAV,>4cm,0
nb12,MDEC,<4cm,0
nb12,MDEC,>4cm,0
nb12,MFER,<4cm,0
nb12,MFER,>4cm,0
nb12,MMEA,<4cm,0
nb12,MMEA,>4cm,0
nb12,OFRA,<4cm,0
nb12,OFRA,>4cm,0
nb12,OROB,<4cm,0
nb12,OROB,>4cm,0
nb12,PAST,<4cm,0
nb12,PAST,>4cm,0
nb12,PCLI,<4cm,0
nb12,PCLI,>4cm,0
nb12,PORI,<4cm,0
nb12,PORI,>4cm,0
nb12,PPOR,<4cm,0
nb12,PPOR,>4cm,2
nb12,PSTR,<4cm,0
nb12,PSTR,>4cm,0
nb12,SBOU,<4cm,1
nb12,SBOU,>4cm,0
nb12,SIDE,<4cm,0
nb12,SIDE,>4cm,0
nb12,SINT,<4cm,2
nb12,SINT,>4cm,2
nb12,SRAD,<4cm,0
nb12,SRAD,>4cm,0
nb12,SSID,<4cm,27
nb12,SSID,>4cm,0
nb13,AAGA,<4cm,0
nb13,AAGA,>4cm,0
nb13,AFRA,<4cm,0
nb13,AFRA,>4cm,0
nb13,AGAR,<4cm,0
nb13,AGAR,>4cm,0
nb13,ALAM,<4cm,0
nb13,ALAM,>4cm,0
nb13,CNAT,<4cm,0
nb13,CNAT,>4cm,0
nb13,DLAB,<4cm,0
nb13,DLAB,>4cm,0
nb13,DSTO,<4cm,0
nb13,DSTO,>4cm,0
nb13,EFAS,<4cm,0
nb13,EFAS,>4cm,0
nb13,MADR,<4cm,0
nb13,MADR,>4cm,0
nb13,MALI,<4cm,0
nb13,MALI,>4cm,0
nb13,MCAV,<4cm,0
nb13,MCAV,>4cm,0
nb13,MDEC,<4cm,0
nb13,MDEC,>4cm,0
nb13,MFER,<4cm,0
nb13,MFER,>4cm,0
nb13,MMEA,<4cm,0
nb13,MMEA,>4cm,0
nb13,OFRA,<4cm,0
nb13,OFRA,>4cm,0
nb13,OROB,<4cm,0
nb13,OROB,>4cm,0
nb13,PAST,<4cm,0
nb13,PAST,>4cm,0
nb13,PCLI,<4cm,0
nb13,PCLI,>4cm,0
nb13,PORI,<4cm,0
nb13,PORI,>4cm,0
nb13,PPOR,<4cm,1
nb13,PPOR,>4cm,0
nb13,PSTR,<4cm,0
nb13,PSTR,>4cm,0
nb13,SBOU,<4cm,1
nb13,SBOU,>4cm,0
nb13,SIDE,<4cm,0
nb13,SIDE,>4cm,0
nb13,SINT,<4cm,1
nb13,SINT,>4cm,0
nb13,SRAD,<4cm,1
nb13,SRAD,>4cm,0
nb13,SSID,<4cm,42
nb13,SSID,>4cm,2
nb14,AAGA,<4cm,0
nb14,AAGA,>4cm,0
nb14,AFRA,<4cm,0
nb14,AFRA,>4cm,0
nb14,AGAR,<4cm,0
nb14,AGAR,>4cm,0
nb14,ALAM,<4cm,0
nb14,ALAM,>4cm,0
nb14,CNAT,<4cm,0
nb14,CNAT,>4cm,0
nb14,DLAB,<4cm,0
nb14,DLAB,>4cm,0
nb14,DSTO,<4cm,0
nb14,DSTO,>4cm,1
nb14,EFAS,<4cm,0
nb14,EFAS,>4cm,0
nb14,MADR,<4cm,0
nb14,MADR,>4cm,0
nb14,MALI,<4cm,0
nb14,MALI,>4cm,0
nb14,MCAV,<4cm,0
nb14,MCAV,>4cm,0
nb14,MDEC,<4cm,0
nb14,MDEC,>4cm,0
nb14,MFER,<4cm,0
nb14,MFER,>4cm,0
nb14,MMEA,<4cm,0
nb14,MMEA,>4cm,0
nb14,OFRA,<4cm,0
nb14,OFRA,>4cm,0
nb14,OROB,<4cm,0
nb14,OROB,>4cm,0
nb14,PAST,<4cm,0
nb14,PAST,>4cm,0
nb14,PCLI,<4cm,0
nb14,PCLI,>4cm,0
nb14,PORI,<4cm,0
nb14,PORI,>4cm,0
nb14,PPOR,<4cm,0
nb14,PPOR,>4cm,0
nb14,PSTR,<4cm,0
nb14,PSTR,>4cm,0
nb14,SBOU,<4cm,0
nb14,SBOU,>4cm,0
nb14,SIDE,<4cm,0
nb14,SIDE,>4cm,0
nb14,SINT,<4cm,5
nb14,SINT,>4cm,9
nb14,SRAD,<4cm,0
nb14,SRAD,>4cm,0
nb14,SSID,<4cm,1
nb14,SSID,>4cm,0
nb15,AAGA,<4cm,0
nb15,AAGA,>4cm,1
nb15,AFRA,<4cm,0
nb15,AFRA,>4cm,0
nb15,AGAR,<4cm,0
nb15,AGAR,>4cm,0
nb15,ALAM,<4cm,0
nb15,ALAM,>4cm,0
nb15,CNAT,<4cm,0
nb15,CNAT,>4cm,0
nb15,DLAB,<4cm,0
nb15,DLAB,>4cm,0
nb15,DSTO,<4cm,0
nb15,DSTO,>4cm,1
nb15,EFAS,<4cm,0
nb15,EFAS,>4cm,0
nb15,MADR,<4cm,0
nb15,MADR,>4cm,0
nb15,MALI,<4cm,0
nb15,MALI,>4cm,0
nb15,MCAV,<4cm,6
nb15,MCAV,>4cm,3
nb15,MDEC,<4cm,0
nb15,MDEC,>4cm,0
nb15,MFER,<4cm,0
nb15,MFER,>4cm,0
nb15,MMEA,<4cm,0
nb15,MMEA,>4cm,0
nb15,OFRA,<4cm,0
nb15,OFRA,>4cm,0
nb15,OROB,<4cm,0
nb15,OROB,>4cm,0
nb15,PAST,<4cm,0
nb15,PAST,>4cm,0
nb15,PCLI,<4cm,0
nb15,PCLI,>4cm,0
nb15,PORI,<4cm,0
nb15,PORI,>4cm,0
nb15,PPOR,<4cm,0
nb15,PPOR,>4cm,1
nb15,PSTR,<4cm,0
nb15,PSTR,>4cm,1
nb15,SBOU,<4cm,1
nb15,SBOU,>4cm,0
nb15,SIDE,<4cm,0
nb15,SIDE,>4cm,0
nb15,SINT,<4cm,0
nb15,SINT,>4cm,2
nb15,SRAD,<4cm,0
nb15,SRAD,>4cm,0
nb15,SSID,<4cm,7
nb15,SSID,>4cm,0
nb16,AAGA,<4cm,0
nb16,AAGA,>4cm,0
nb16,AFRA,<4cm,0
nb16,AFRA,>4cm,0
nb16,AGAR,<4cm,0
nb16,AGAR,>4cm,0
nb16,ALAM,<4cm,0
nb16,ALAM,>4cm,0
nb16,CNAT,<4cm,0
nb16,CNAT,>4cm,0
nb16,DLAB,<4cm,0
nb16,DLAB,>4cm,0
nb16,DSTO,<4cm,0
nb16,DSTO,>4cm,2
nb16,EFAS,<4cm,0
nb16,EFAS,>4cm,0
nb16,MADR,<4cm,0
nb16,MADR,>4cm,0
nb16,MALI,<4cm,0
nb16,MALI,>4cm,0
nb16,MCAV,<4cm,2
nb16,MCAV,>4cm,2
nb16,MDEC,<4cm,0
nb16,MDEC,>4cm,0
nb16,MFER,<4cm,0
nb16,MFER,>4cm,0
nb16,MMEA,<4cm,0
nb16,MMEA,>4cm,0
nb16,OFRA,<4cm,0
nb16,OFRA,>4cm,0
nb16,OROB,<4cm,0
nb16,OROB,>4cm,0
nb16,PAST,<4cm,0
nb16,PAST,>4cm,0
nb16,PCLI,<4cm,0
nb16,PCLI,>4cm,0
nb16,PORI,<4cm,0
nb16,PORI,>4cm,0
nb16,PPOR,<4cm,1
nb16,PPOR,>4cm,1
nb16,PSTR,<4cm,0
nb16,PSTR,>4cm,0
nb16,SBOU,<4cm,0
nb16,SBOU,>4cm,3
nb16,SIDE,<4cm,0
nb16,SIDE,>4cm,0
nb16,SINT,<4cm,0
nb16,SINT,>4cm,2
nb16,SRAD,<4cm,0
nb16,SRAD,>4cm,0
nb16,SSID,<4cm,74
nb16,SSID,>4cm,1
nb17,AAGA,<4cm,0
nb17,AAGA,>4cm,0
nb17,AFRA,<4cm,0
nb17,AFRA,>4cm,0
nb17,AGAR,<4cm,0
nb17,AGAR,>4cm,0
nb17,ALAM,<4cm,0
nb17,ALAM,>4cm,0
nb17,CNAT,<4cm,0
nb17,CNAT,>4cm,0
nb17,DLAB,<4cm,0
nb17,DLAB,>4cm,0
nb17,DSTO,<4cm,0
nb17,DSTO,>4cm,0
nb17,EFAS,<4cm,0
nb17,EFAS,>4cm,0
nb17,MADR,<4cm,0
nb17,MADR,>4cm,0
nb17,MALI,<4cm,0
nb17,MALI,>4cm,0
nb17,MCAV,<4cm,1
nb17,MCAV,>4cm,1
nb17,MDEC,<4cm,0
nb17,MDEC,>4cm,0
nb17,MFER,<4cm,0
nb17,MFER,>4cm,0
nb17,MMEA,<4cm,0
nb17,MMEA,>4cm,0
nb17,OFRA,<4cm,0
nb17,OFRA,>4cm,0
nb17,OROB,<4cm,0
nb17,OROB,>4cm,0
nb17,PAST,<4cm,0
nb17,PAST,>4cm,0
nb17,PCLI,<4cm,0
nb17,PCLI,>4cm,0
nb17,PORI,<4cm,0
nb17,PORI,>4cm,0
nb17,PPOR,<4cm,0
nb17,PPOR,>4cm,0
nb17,PSTR,<4cm,0
nb17,PSTR,>4cm,0
nb17,SBOU,<4cm,0
nb17,SBOU,>4cm,0
nb17,SIDE,<4cm,0
nb17,SIDE,>4cm,0
nb17,SINT,<4cm,4
nb17,SINT,>4cm,2
nb17,SRAD,<4cm,0
nb17,SRAD,>4cm,0
nb17,SSID,<4cm,3
nb17,SSID,>4cm,0
nb18,AAGA,<4cm,0
nb18,AAGA,>4cm,0
nb18,AFRA,<4cm,0
nb18,AFRA,>4cm,0
nb18,AGAR,<4cm,0
nb18,AGAR,>4cm,0
nb18,ALAM,<4cm,0
nb18,ALAM,>4cm,0
nb18,CNAT,<4cm,0
nb18,CNAT,>4cm,0
nb18,DLAB,<4cm,0
nb18,DLAB,>4cm,0
nb18,DSTO,<4cm,0
nb18,DSTO,>4cm,0
nb18,EFAS,<4cm,0
nb18,EFAS,>4cm,0
nb18,MADR,<4cm,0
nb18,MADR,>4cm,0
nb18,MALI,<4cm,0
nb18,MALI,>4cm,0
nb18,MCAV,<4cm,2
nb18,MCAV,>4cm,1
nb18,MDEC,<4cm,0
nb18,MDEC,>4cm,0
nb18,MFER,<4cm,0
nb18,MFER,>4cm,0
nb18,MMEA,<4cm,0
nb18,MMEA,>4cm,0
nb18,OFRA,<4cm,0
nb18,OFRA,>4cm,0
nb18,OROB,<4cm,0
nb18,OROB,>4cm,0
nb18,PAST,<4cm,0
nb18,PAST,>4cm,0
nb18,PCLI,<4cm,0
nb18,PCLI,>4cm,0
nb18,PORI,<4cm,0
nb18,PORI,>4cm,0
nb18,PPOR,<4cm,0
nb18,PPOR,>4cm,0
nb18,PSTR,<4cm,0
nb18,PSTR,>4cm,0
nb18,SBOU,<4cm,4
nb18,SBOU,>4cm,0
nb18,SIDE,<4cm,0
nb18,SIDE,>4cm,0
nb18,SINT,<4cm,0
nb18,SINT,>4cm,2
nb18,SRAD,<4cm,4
nb18,SRAD,>4cm,0
nb18,SSID,<4cm,3
nb18,SSID,>4cm,1
nb19,AAGA,<4cm,0
nb19,AAGA,>4cm,0
nb19,AFRA,<4cm,0
nb19,AFRA,>4cm,0
nb19,AGAR,<4cm,0
nb19,AGAR,>4cm,0
nb19,ALAM,<4cm,0
nb19,ALAM,>4cm,0
nb19,CNAT,<4cm,0
nb19,CNAT,>4cm,0
nb19,DLAB,<4cm,0
nb19,DLAB,>4cm,0
nb19,DSTO,<4cm,0
nb19,DSTO,>4cm,1
nb19,EFAS,<4cm,0
nb19,EFAS,>4cm,0
nb19,MADR,<4cm,0
nb19,MADR,>4cm,0
nb19,MALI,<4cm,0
nb19,MALI,>4cm,0
nb19,MCAV,<4cm,0
nb19,MCAV,>4cm,0
nb19,MDEC,<4cm,0
nb19,MDEC,>4cm,0
nb19,MFER,<4cm,0
nb19,MFER,>4cm,0
nb19,MMEA,<4cm,0
nb19,MMEA,>4cm,0
nb19,OFRA,<4cm,0
nb19,OFRA,>4cm,0
nb19,OROB,<4cm,0
nb19,OROB,>4cm,0
nb19,PAST,<4cm,1
nb19,PAST,>4cm,0
nb19,PCLI,<4cm,0
nb19,PCLI,>4cm,0
nb19,PORI,<4cm,0
nb19,PORI,>4cm,0
nb19,PPOR,<4cm,0
nb19,PPOR,>4cm,0
nb19,PSTR,<4cm,0
nb19,PSTR,>4cm,0
nb19,SBOU,<4cm,0
nb19,SBOU,>4cm,3
nb19,SIDE,<4cm,0
nb19,SIDE,>4cm,0
nb19,SINT,<4cm,1
nb19,SINT,>4cm,1
nb19,SRAD,<4cm,47
nb19,SRAD,>4cm,0
nb19,SSID,<4cm,30
nb19,SSID,>4cm,3
nb20,AAGA,<4cm,0
nb20,AAGA,>4cm,0
nb20,AFRA,<4cm,0
nb20,AFRA,>4cm,0
nb20,AGAR,<4cm,0
nb20,AGAR,>4cm,0
nb20,ALAM,<4cm,0
nb20,ALAM,>4cm,0
nb20,CNAT,<4cm,0
nb20,CNAT,>4cm,0
nb20,DLAB,<4cm,0
nb20,DLAB,>4cm,0
nb20,DSTO,<4cm,0
nb20,DSTO,>4cm,1
nb20,EFAS,<4cm,0
nb20,EFAS,>4cm,0
nb20,MADR,<4cm,0
nb20,MADR,>4cm,0
nb20,MALI,<4cm,0
nb20,MALI,>4cm,0
nb20,MCAV,<4cm,2
nb20,MCAV,>4cm,1
nb20,MDEC,<4cm,0
nb20,MDEC,>4cm,0
nb20,MFER,<4cm,0
nb20,MFER,>4cm,0
nb20,MMEA,<4cm,0
nb20,MMEA,>4cm,0
nb20,OFRA,<4cm,0
nb20,OFRA,>4cm,0
nb20,OROB,<4cm,0
nb20,OROB,>4cm,0
nb20,PAST,<4cm,0
nb20,PAST,>4cm,0
nb20,PCLI,<4cm,0
nb20,PCLI,>4cm,0
nb20,PORI,<4cm,0
nb20,PORI,>4cm,0
nb20,PPOR,<4cm,0
nb20,PPOR,>4cm,0
nb20,PSTR,<4cm,0
nb20,PSTR,>4cm,1
nb20,SBOU,<4cm,0
nb20,SBOU,>4cm,2
nb20,SIDE,<4cm,0
nb20,SIDE,>4cm,0
nb20,SINT,<4cm,2
nb20,SINT,>4cm,7
nb20,SRAD,<4cm,5
nb20,SRAD,>4cm,1
nb20,SSID,<4cm,7
nb20,SSID,>4cm,1
nb21,AAGA,<4cm,0
nb21,AAGA,>4cm,0
nb21,AFRA,<4cm,0
nb21,AFRA,>4cm,0
nb21,AGAR,<4cm,0
nb21,AGAR,>4cm,0
nb21,ALAM,<4cm,0
nb21,ALAM,>4cm,0
nb21,CNAT,<4cm,0
nb21,CNAT,>4cm,0
nb21,DLAB,<4cm,0
nb21,DLAB,>4cm,0
nb21,DSTO,<4cm,0
nb21,DSTO,>4cm,0
nb21,EFAS,<4cm,0
nb21,EFAS,>4cm,0
nb21,MADR,<4cm,0
nb21,MADR,>4cm,0
nb21,MALI,<4cm,0
nb21,MALI,>4cm,0
nb21,MCAV,<4cm,0
nb21,MCAV,>4cm,0
nb21,MDEC,<4cm,0
nb21,MDEC,>4cm,0
nb21,MFER,<4cm,0
nb21,MFER,>4cm,0
nb21,MMEA,<4cm,0
nb21,MMEA,>4cm,0
nb21,OFRA,<4cm,0
nb21,OFRA,>4cm,0
nb21,OROB,<4cm,0
nb21,OROB,>4cm,0
nb21,PAST,<4cm,0
nb21,PAST,>4cm,0
nb21,PCLI,<4cm,0
nb21,PCLI,>4cm,0
nb21,PORI,<4cm,0
nb21,PORI,>4cm,0
nb21,PPOR,<4cm,1
nb21,PPOR,>4cm,0
nb21,PSTR,<4cm,0
nb21,PSTR,>4cm,0
nb21,SBOU,<4cm,0
nb21,SBOU,>4cm,1
nb21,SIDE,<4cm,0
nb21,SIDE,>4cm,0
nb21,SINT,<4cm,0
nb21,SINT,>4cm,5
nb21,SRAD,<4cm,0
nb21,SRAD,>4cm,0
nb21,SSID,<4cm,15
nb21,SSID,>4cm,1
nb22,AAGA,<4cm,0
nb22,AAGA,>4cm,0
nb22,AFRA,<4cm,0
nb22,AFRA,>4cm,0
nb22,AGAR,<4cm,0
nb22,AGAR,>4cm,0
nb22,ALAM,<4cm,0
nb22,ALAM,>4cm,0
nb22,CNAT,<4cm,0
nb22,CNAT,>4cm,0
nb22,DLAB,<4cm,0
nb22,DLAB,>4cm,0
nb22,DSTO,<4cm,0
nb22,DSTO,>4cm,2
nb22,EFAS,<4cm,0
nb22,EFAS,>4cm,0
nb22,MADR,<4cm,0
nb22,MADR,>4cm,0
nb22,MALI,<4cm,0
nb22,MALI,>4cm,0
nb22,MCAV,<4cm,3
nb22,MCAV,>4cm,4
nb22,MDEC,<4cm,0
nb22,MDEC,>4cm,0
nb22,MFER,<4cm,0
nb22,MFER,>4cm,0
nb22,MMEA,<4cm,0
nb22,MMEA,>4cm,0
nb22,OFRA,<4cm,0
nb22,OFRA,>4cm,0
nb22,OROB,<4cm,0
nb22,OROB,>4cm,0
nb22,PAST,<4cm,0
nb22,PAST,>4cm,0
nb22,PCLI,<4cm,1
nb22,PCLI,>4cm,1
nb22,PORI,<4cm,0
nb22,PORI,>4cm,0
nb22,PPOR,<4cm,0
nb22,PPOR,>4cm,0
nb22,PSTR,<4cm,0
nb22,PSTR,>4cm,2
nb22,SBOU,<4cm,0
nb22,SBOU,>4cm,0
nb22,SIDE,<4cm,0
nb22,SIDE,>4cm,0
nb22,SINT,<4cm,4
nb22,SINT,>4cm,5
nb22,SRAD,<4cm,0
nb22,SRAD,>4cm,0
nb22,SSID,<4cm,7
nb22,SSID,>4cm,2
nb23,AAGA,<4cm,0
nb23,AAGA,>4cm,0
nb23,AFRA,<4cm,0
nb23,AFRA,>4cm,0
nb23,AGAR,<4cm,0
nb23,AGAR,>4cm,0
nb23,ALAM,<4cm,0
nb23,ALAM,>4cm,0
nb23,CNAT,<4cm,0
nb23,CNAT,>4cm,0
nb23,DLAB,<4cm,0
nb23,DLAB,>4cm,0
nb23,DSTO,<4cm,0
nb23,DSTO,>4cm,0
nb23,EFAS,<4cm,0
nb23,EFAS,>4cm,0
nb23,MADR,<4cm,0
nb23,MADR,>4cm,0
nb23,MALI,<4cm,0
nb23,MALI,>4cm,0
nb23,MCAV,<4cm,0
nb23,MCAV,>4cm,1
nb23,MDEC,<4cm,0
nb23,MDEC,>4cm,0
nb23,MFER,<4cm,0
nb23,MFER,>4cm,0
nb23,MMEA,<4cm,0
nb23,MMEA,>4cm,0
nb23,OFRA,<4cm,0
nb23,OFRA,>4cm,0
nb23,OROB,<4cm,0
nb23,OROB,>4cm,0
nb23,PAST,<4cm,0
nb23,PAST,>4cm,0
nb23,PCLI,<4cm,0
nb23,PCLI,>4cm,0
nb23,PORI,<4cm,0
nb23,PORI,>4cm,0
nb23,PPOR,<4cm,0
nb23,PPOR,>4cm,0
nb23,PSTR,<4cm,0
nb23,PSTR,>4cm,0
nb23,SBOU,<4cm,0
nb23,SBOU,>4cm,0
nb23,SIDE,<4cm,0
nb23,SIDE,>4cm,0
nb23,SINT,<4cm,24
nb23,SINT,>4cm,4
nb23,SRAD,<4cm,2
nb23,SRAD,>4cm,0
nb23,SSID,<4cm,12
nb23,SSID,>4cm,0
nb24,AAGA,<4cm,0
nb24,AAGA,>4cm,0
nb24,AFRA,<4cm,0
nb24,AFRA,>4cm,0
nb24,AGAR,<4cm,0
nb24,AGAR,>4cm,0
nb24,ALAM,<4cm,0
nb24,ALAM,>4cm,0
nb24,CNAT,<4cm,0
nb24,CNAT,>4cm,0
nb24,DLAB,<4cm,0
nb24,DLAB,>4cm,0
nb24,DSTO,<4cm,0
nb24,DSTO,>4cm,0
nb24,EFAS,<4cm,0
nb24,EFAS,>4cm,0
nb24,MADR,<4cm,0
nb24,MADR,>4cm,0
nb24,MALI,<4cm,0
nb24,MALI,>4cm,0
nb24,MCAV,<4cm,2
nb24,MCAV,>4cm,0
nb24,MDEC,<4cm,0
nb24,MDEC,>4cm,0
nb24,MFER,<4cm,0
nb24,MFER,>4cm,0
nb24,MMEA,<4cm,0
nb24,MMEA,>4cm,0
nb24,OFRA,<4cm,0
nb24,OFRA,>4cm,0
nb24,OROB,<4cm,0
nb24,OROB,>4cm,0
nb24,PAST,<4cm,0
nb24,PAST,>4cm,0
nb24,PCLI,<4cm,0
nb24,PCLI,>4cm,0
nb24,PORI,<4cm,0
nb24,PORI,>4cm,0
nb24,PPOR,<4cm,0
nb24,PPOR,>4cm,0
nb24,PSTR,<4cm,0
nb24,PSTR,>4cm,0
nb24,SBOU,<4cm,0
nb24,SBOU,>4cm,0
nb24,SIDE,<4cm,0
nb24,SIDE,>4cm,0
nb24,SINT,<4cm,8
nb24,SINT,>4cm,3
nb24,SRAD,<4cm,8
nb24,SRAD,>4cm,0
nb24,SSID,<4cm,3
nb24,SSID,>4cm,0
nc1,AAGA,<4cm,0
nc1,AAGA,>4cm,0
nc1,AFRA,<4cm,0
nc1,AFRA,>4cm,0
nc1,AGAR,<4cm,0
nc1,AGAR,>4cm,0
nc1,ALAM,<4cm,0
nc1,ALAM,>4cm,0
nc1,CNAT,<4cm,0
nc1,CNAT,>4cm,0
nc1,DLAB,<4cm,0
nc1,DLAB,>4cm,0
nc1,DSTO,<4cm,0
nc1,DSTO,>4cm,0
nc1,EFAS,<4cm,0
nc1,EFAS,>4cm,0
nc1,MADR,<4cm,0
nc1,MADR,>4cm,0
nc1,MALI,<4cm,0
nc1,MALI,>4cm,0
nc1,MCAV,<4cm,0
nc1,MCAV,>4cm,0
nc1,MDEC,<4cm,0
nc1,MDEC,>4cm,0
nc1,MFER,<4cm,0
nc1,MFER,>4cm,0
nc1,MMEA,<4cm,0
nc1,MMEA,>4cm,0
nc1,OFRA,<4cm,0
nc1,OFRA,>4cm,0
nc1,OROB,<4cm,0
nc1,OROB,>4cm,0
nc1,PAST,<4cm,0
nc1,PAST,>4cm,0
nc1,PCLI,<4cm,0
nc1,PCLI,>4cm,0
nc1,PORI,<4cm,0
nc1,PORI,>4cm,0
nc1,PPOR,<4cm,1
nc1,PPOR,>4cm,0
nc1,PSTR,<4cm,0
nc1,PSTR,>4cm,0
nc1,SBOU,<4cm,0
nc1,SBOU,>4cm,1
nc1,SIDE,<4cm,0
nc1,SIDE,>4cm,0
nc1,SINT,<4cm,0
nc1,SINT,>4cm,0
nc1,SRAD,<4cm,1
nc1,SRAD,>4cm,0
nc1,SSID,<4cm,2
nc1,SSID,>4cm,0
nc2,AAGA,<4cm,0
nc2,AAGA,>4cm,0
nc2,AFRA,<4cm,0
nc2,AFRA,>4cm,0
nc2,AGAR,<4cm,0
nc2,AGAR,>4cm,0
nc2,ALAM,<4cm,0
nc2,ALAM,>4cm,0
nc2,CNAT,<4cm,0
nc2,CNAT,>4cm,0
nc2,DLAB,<4cm,0
nc2,DLAB,>4cm,0
nc2,DSTO,<4cm,0
nc2,DSTO,>4cm,0
nc2,EFAS,<4cm,0
nc2,EFAS,>4cm,0
nc2,MADR,<4cm,0
nc2,MADR,>4cm,0
nc2,MALI,<4cm,0
nc2,MALI,>4cm,0
nc2,MCAV,<4cm,0
nc2,MCAV,>4cm,0
nc2,MDEC,<4cm,0
nc2,MDEC,>4cm,0
nc2,MFER,<4cm,0
nc2,MFER,>4cm,0
nc2,MMEA,<4cm,0
nc2,MMEA,>4cm,0
nc2,OFRA,<4cm,0
nc2,OFRA,>4cm,0
nc2,OROB,<4cm,0
nc2,OROB,>4cm,0
nc2,PAST,<4cm,0
nc2,PAST,>4cm,0
nc2,PCLI,<4cm,0
nc2,PCLI,>4cm,0
nc2,PORI,<4cm,0
nc2,PORI,>4cm,0
nc2,PPOR,<4cm,0
nc2,PPOR,>4cm,1
nc2,PSTR,<4cm,0
nc2,PSTR,>4cm,0
nc2,SBOU,<4cm,0
nc2,SBOU,>4cm,0
nc2,SIDE,<4cm,0
nc2,SIDE,>4cm,0
nc2,SINT,<4cm,0
nc2,SINT,>4cm,0
nc2,SRAD,<4cm,3
nc2,SRAD,>4cm,2
nc2,SSID,<4cm,0
nc2,SSID,>4cm,1
nc3,AAGA,<4cm,0
nc3,AAGA,>4cm,0
nc3,AFRA,<4cm,0
nc3,AFRA,>4cm,0
nc3,AGAR,<4cm,0
nc3,AGAR,>4cm,0
nc3,ALAM,<4cm,0
nc3,ALAM,>4cm,0
nc3,CNAT,<4cm,0
nc3,CNAT,>4cm,0
nc3,DLAB,<4cm,0
nc3,DLAB,>4cm,0
nc3,DSTO,<4cm,0
nc3,DSTO,>4cm,0
nc3,EFAS,<4cm,0
nc3,EFAS,>4cm,0
nc3,MADR,<4cm,0
nc3,MADR,>4cm,0
nc3,MALI,<4cm,0
nc3,MALI,>4cm,0
nc3,MCAV,<4cm,0
nc3,MCAV,>4cm,0
nc3,MDEC,<4cm,0
nc3,MDEC,>4cm,0
nc3,MFER,<4cm,0
nc3,MFER,>4cm,0
nc3,MMEA,<4cm,0
nc3,MMEA,>4cm,0
nc3,OFRA,<4cm,0
nc3,OFRA,>4cm,0
nc3,OROB,<4cm,0
nc3,OROB,>4cm,0
nc3,PAST,<4cm,0
nc3,PAST,>4cm,0
nc3,PCLI,<4cm,0
nc3,PCLI,>4cm,0
nc3,PORI,<4cm,0
nc3,PORI,>4cm,0
nc3,PPOR,<4cm,0
nc3,PPOR,>4cm,1
