site,taxon,class,n
3,SCUB,<4cm,0
3,SCUB,>4cm,0
3,SINT,<4cm,4
3,SINT,>4cm,10
3,SLAC,<4cm,0
3,SLAC,>4cm,0
3,SRAD,<4cm,0
3,SRAD,>4cm,0
3,SSID,<4cm,15
3,SSID,>4cm,11
4,AAGA,<4cm,0
4,AAGA,>4cm,1
4,ACER,<4cm,0
4,ACER,>4cm,0
4,AFRA,<4cm,0
4,AFRA,>4cm,0
4,ALAM,<4cm,0
4,ALAM,>4cm,0
4,CNAT,<4cm,0
4,CNAT,>4cm,0
4,DLAB,<4cm,0
4,DLAB,>4cm,0
4,DSTO,<4cm,0
4,DSTO,>4cm,0
4,EFAS,<4cm,0
4,EFAS,>4cm,0
4,FFRA,<4cm,0
4,FFRA,>4cm,0
4,MALI,<4cm,0
4,MALI,>4cm,0
4,MANG,<4cm,0
4,MANG,>4cm,0
4,MCAV,<4cm,2
4,MCAV,>4cm,3
4,MDEC,<4cm,0
4,MDEC,>4cm,3
4,MLAM,<4cm,0
4,MLAM,>4cm,0
4,MMEA,<4cm,0
4,MMEA,>4cm,0
4,MPHA,<4cm,0
4,MPHA,>4cm,0
4,OCUL,<4cm,0
4,OCUL,>4cm,0
4,OFAV,<4cm,0
4,OFAV,>4cm,0
4,OFRA,<4cm,0
4,OFRA,>4cm,0
4,PAME,<4cm,0
4,PAME,>4cm,0
4,PAST,<4cm,3
4,PAST,>4cm,3
4,PCLI,<4cm,0
4,PCLI,>4cm,0
4,PPOR,<4cm,0
4,PPOR,>4cm,1
4,PSTR,<4cm,0
4,PSTR,>4cm,0
4,SBOU,<4cm,0
4,SBOU,>4cm,0
4,SCUB,<4cm,0
4,SCUB,>4cm,0
4,SINT,<4cm,0
4,SINT,>4cm,6
4,SLAC,<4cm,0
4,SLAC,>4cm,0
4,SRAD,<4cm,5
4,SRAD,>4cm,0
4,SSID,<4cm,13
4,SSID,>4cm,4
5,AAGA,<4cm,0
5,AAGA,>4cm,0
5,ACER,<4cm,0
5,ACER,>4cm,0
5,AFRA,<4cm,0
5,AFRA,>4cm,0
5,ALAM,<4cm,0
5,ALAM,>4cm,0
5,CNAT,<4cm,0
5,CNAT,>4cm,0
5,DLAB,<4cm,0
5,DLAB,>4cm,0
5,DSTO,<4cm,0
5,DSTO,>4cm,0
5,EFAS,<4cm,0
5,EFAS,>4cm,0
5,FFRA,<4cm,0
5,FFRA,>4cm,0
5,MALI,<4cm,0
5,MALI,>4cm,1
5,MANG,<4cm,0
5,MANG,>4cm,0
5,MCAV,<4cm,5
5,MCAV,>4cm,1
5,MDEC,<4cm,0
5,MDEC,>4cm,1
5,MLAM,<4cm,0
5,MLAM,>4cm,0
5,MMEA,<4cm,0
5,MMEA,>4cm,1
5,MPHA,<4cm,0
5,MPHA,>4cm,0
5,OCUL,<4cm,0
5,OCUL,>4cm,0
5,OFAV,<4cm,0
5,OFAV,>4cm,0
5,OFRA,<4cm,0
5,OFRA,>4cm,0
5,PAME,<4cm,0
5,PAME,>4cm,0
5,PAST,<4cm,0
5,PAST,>4cm,19
5,PCLI,<4cm,0
5,PCLI,>4cm,0
5,PPOR,<4cm,0
5,PPOR,>4cm,0
5,PSTR,<4cm,0
5,PSTR,>4cm,0
5,SBOU,<4cm,0
5,SBOU,>4cm,0
5,SCUB,<4cm,0
5,SCUB,>4cm,0
5,SINT,<4cm,0
5,SINT,>4cm,5
5,SLAC,<4cm,0
5,SLAC,>4cm,0
5,SRAD,<4cm,1
5,SRAD,>4cm,0
5,SSID,<4cm,10
5,SSID,>4cm,5
6,AAGA,<4cm,0
6,AAGA,>4cm,0
6,ACER,<4cm,0
6,ACER,>4cm,0
6,AFRA,<4cm,0
6,AFRA,>4cm,0
6,ALAM,<4cm,0
6,ALAM,>4cm,1
6,CNAT,<4cm,0
6,CNAT,>4cm,0
6,DLAB,<4cm,0
6,DLAB,>4cm,0
6,DSTO,<4cm,0
6,DSTO,>4cm,1
6,EFAS,<4cm,0
6,EFAS,>4cm,0
6,FFRA,<4cm,0
6,FFRA,>4cm,0
6,MALI,<4cm,0
6,MALI,>4cm,0
6,MANG,<4cm,0
6,MANG,>4cm,0
6,MCAV,<4cm,5
6,MCAV,>4cm,3
6,MDEC,<4cm,0
6,MDEC,>4cm,5
6,MLAM,<4cm,0
6,MLAM,>4cm,0
6,MMEA,<4cm,1
6,MMEA,>4cm,1
6,MPHA,<4cm,0
6,MPHA,>4cm,1
6,OCUL,<4cm,0
6,OCUL,>4cm,0
6,OFAV,<4cm,0
6,OFAV,>4cm,0
6,OFRA,<4cm,0
6,OFRA,>4cm,0
6,PAME,<4cm,0
6,PAME,>4cm,0
6,PAST,<4cm,4
6,PAST,>4cm,11
6,PCLI,<4cm,0
6,PCLI,>4cm,0
6,PPOR,<4cm,0
6,PPOR,>4cm,0
6,PSTR,<4cm,0
6,PSTR,>4cm,0
6,SBOU,<4cm,0
6,SBOU,>4cm,0
6,SCUB,<4cm,0
6,SCUB,>4cm,0
6,SINT,<4cm,8
6,SINT,>4cm,7
6,SLAC,<4cm,0
6,SLAC,>4cm,0
6,SRAD,<4cm,1
6,SRAD,>4cm,0
6,SSID,<4cm,13
6,SSID,>4cm,4
7,AAGA,<4cm,3
7,AAGA,>4cm,6
7,ACER,<4cm,0
7,ACER,>4cm,0
7,AFRA,<4cm,0
7,AFRA,>4cm,0
7,ALAM,<4cm,0
7,ALAM,>4cm,0
7,CNAT,<4cm,0
7,CNAT,>4cm,0
7,DLAB,<4cm,0
7,DLAB,>4cm,0
7,DSTO,<4cm,0
7,DSTO,>4cm,0
7,EFAS,<4cm,0
7,EFAS,>4cm,1
7,FFRA,<4cm,0
7,FFRA,>4cm,0
7,MALI,<4cm,0
7,MALI,>4cm,1
7,MANG,<4cm,0
7,MANG,>4cm,0
7,MCAV,<4cm,13
7,MCAV,>4cm,10
7,MDEC,<4cm,1
7,MDEC,>4cm,4
7,MLAM,<4cm,0
7,MLAM,>4cm,0
7,MMEA,<4cm,0
7,MMEA,>4cm,1
7,MPHA,<4cm,0
7,MPHA,>4cm,0
7,OCUL,<4cm,0
7,OCUL,>4cm,0
7,OFAV,<4cm,0
7,OFAV,>4cm,0
7,OFRA,<4cm,0
7,OFRA,>4cm,0
7,PAME,<4cm,0
7,PAME,>4cm,0
7,PAST,<4cm,6
7,PAST,>4cm,19
7,PCLI,<4cm,0
7,PCLI,>4cm,0
7,PPOR,<4cm,0
7,PPOR,>4cm,0
7,PSTR,<4cm,0
7,PSTR,>4cm,0
7,SBOU,<4cm,0
7,SBOU,>4cm,0
7,SCUB,<4cm,1
7,SCUB,>4cm,0
7,SINT,<4cm,11
7,SINT,>4cm,14
7,SLAC,<4cm,1
7,SLAC,>4cm,0
7,SRAD,<4cm,0
7,SRAD,>4cm,0
7,SSID,<4cm,77
7,SSID,>4cm,6
8,AAGA,<4cm,0
8,AAGA,>4cm,0
8,ACER,<4cm,0
8,ACER,>4cm,0
8,AFRA,<4cm,0
8,AFRA,>4cm,0
8,ALAM,<4cm,0
8,ALAM,>4cm,0
8,CNAT,<4cm,0
8,CNAT,>4cm,0
8,DLAB,<4cm,0
8,DLAB,>4cm,0
8,DSTO,<4cm,0
8,DSTO,>4cm,0
8,EFAS,<4cm,0
8,EFAS,>4cm,0
8,FFRA,<4cm,0
8,FFRA,>4cm,0
8,MALI,<4cm,0
8,MALI,>4cm,0
8,MANG,<4cm,0
8,MANG,>4cm,0
8,MCAV,<4cm,1
8,MCAV,>4cm,5
8,MDEC,<4cm,0
8,MDEC,>4cm,3
8,MLAM,<4cm,0
8,MLAM,>4cm,0
8,MMEA,<4cm,0
8,MMEA,>4cm,1
8,MPHA,<4cm,0
8,MPHA,>4cm,2
8,OCUL,<4cm,0
8,OCUL,>4cm,0
8,OFAV,<4cm,0
8,OFAV,>4cm,0
8,OFRA,<4cm,0
8,OFRA,>4cm,0
8,PAME,<4cm,0
8,PAME,>4cm,0
8,PAST,<4cm,0
8,PAST,>4cm,3
8,PCLI,<4cm,0
8,PCLI,>4cm,0
8,PPOR,<4cm,0
8,PPOR,>4cm,0
8,PSTR,<4cm,0
8,PSTR,>4cm,0
8,SBOU,<4cm,0
8,SBOU,>4cm,0
8,SCUB,<4cm,0
8,SCUB,>4cm,0
8,SINT,<4cm,6
8,SINT,>4cm,6
8,SLAC,<4cm,0
8,SLAC,>4cm,0
8,SRAD,<4cm,0
8,SRAD,>4cm,0
8,SSID,<4cm,11
8,SSID,>4cm,4
9,AAGA,<4cm,0
9,AAGA,>4cm,0
9,ACER,<4cm,0
9,ACER,>4cm,0
9,AFRA,<4cm,0
9,AFRA,>4cm,0
9,ALAM,<4cm,0
9,ALAM,>4cm,2
9,CNAT,<4cm,0
9,CNAT,>4cm,0
9,DLAB,<4cm,0
9,DLAB,>4cm,0
9,DSTO,<4cm,0
9,DSTO,>4cm,0
9,EFAS,<4cm,0
9,EFAS,>4cm,0
9,FFRA,<4cm,0
9,FFRA,>4cm,0
9,MALI,<4cm,0
9,MALI,>4cm,0
9,MANG,<4cm,0
9,MANG,>4cm,0
9,MCAV,<4cm,2
9,MCAV,>4cm,2
9,MDEC,<4cm,0
9,MDEC,>4cm,4
9,MLAM,<4cm,0
9,MLAM,>4cm,0
9,MMEA,<4cm,0
9,MMEA,>4cm,4
9,MPHA,<4cm,0
9,MPHA,>4cm,0
9,OCUL,<4cm,0
9,OCUL,>4cm,0
9,OFAV,<4cm,0
9,OFAV,>4cm,0
9,OFRA,<4cm,0
9,OFRA,>4cm,0
9,PAME,<4cm,0
9,PAME,>4cm,0
9,PAST,<4cm,0
9,PAST,>4cm,0
9,PCLI,<4cm,0
9,PCLI,>4cm,0
9,PPOR,<4cm,0
9,PPOR,>4cm,0
9,PSTR,<4cm,0
9,PSTR,>4cm,0
9,SBOU,<4cm,0
9,SBOU,>4cm,0
9,SCUB,<4cm,0
9,SCUB,>4cm,0
9,SINT,<4cm,0
9,SINT,>4cm,6
9,SLAC,<4cm,0
9,SLAC,>4cm,0
9,SRAD,<4cm,0
9,SRAD,>4cm,0
9,SSID,<4cm,2
9,SSID,>4cm,4
10,AAGA,<4cm,0
10,AAGA,>4cm,0
10,ACER,<4cm,0
10,ACER,>4cm,0
10,AFRA,<4cm,0
10,AFRA,>4cm,0
10,ALAM,<4cm,0
10,ALAM,>4cm,0
10,CNAT,<4cm,0
10,CNAT,>4cm,0
10,DLAB,<4cm,0
10,DLAB,>4cm,0
10,DSTO,<4cm,0
10,DSTO,>4cm,0
10,EFAS,<4cm,0
10,EFAS,>4cm,0
10,FFRA,<4cm,0
10,FFRA,>4cm,0
10,MALI,<4cm,0
10,MALI,>4cm,0
10,MANG,<4cm,0
10,MANG,>4cm,0
10,MCAV,<4cm,0
10,MCAV,>4cm,0
10,MDEC,<4cm,0
10,MDEC,>4cm,0
10,MLAM,<4cm,0
10,MLAM,>4cm,0
10,MMEA,<4cm,0
10,MMEA,>4cm,0
10,MPHA,<4cm,0
10,MPHA,>4cm,0
10,OCUL,<4cm,0
10,OCUL,>4cm,0
10,OFAV,<4cm,0
10,OFAV,>4cm,0
10,OFRA,<4cm,0
10,OFRA,>4cm,0
10,PAME,<4cm,0
10,PAME,>4cm,0
10,PAST,<4cm,0
10,PAST,>4cm,0
10,PCLI,<4cm,0
10,PCLI,>4cm,0
10,PPOR,<4cm,0
10,PPOR,>4cm,0
10,PSTR,<4cm,0
10,PSTR,>4cm,0
10,SBOU,<4cm,0
10,SBOU,>4cm,0
10,SCUB,<4cm,0
10,SCUB,>4cm,0
10,SINT,<4cm,0
10,SINT,>4cm,0
10,SLAC,<4cm,0
10,SLAC,>4cm,0
10,SRAD,<4cm,0
10,SRAD,>4cm,0
10,SSID,<4cm,0
10,SSID,>4cm,0
11,AAGA,<4cm,0
11,AAGA,>4cm,0
11,ACER,<4cm,0
11,ACER,>4cm,0
11,AFRA,<4cm,0
11,AFRA,>4cm,0
11,ALAM,<4cm,0
11,ALAM,>4cm,0
11,CNAT,<4cm,0
11,CNAT,>4cm,0
11,DLAB,<4cm,0
11,DLAB,>4cm,0
11,DSTO,<4cm,0
11,DSTO,>4cm,0
11,EFAS,<4cm,0
11,EFAS,>4cm,0
11,FFRA,<4cm,0
11,FFRA,>4cm,0
11,MALI,<4cm,0
11,MALI,>4cm,0
11,MANG,<4cm,0
11,MANG,>4cm,0
11,MCAV,<4cm,0
11,MCAV,>4cm,0
11,MDEC,<4cm,0
11,MDEC,>4cm,0
11,MLAM,<4cm,0
11,MLAM,>4cm,0
11,MMEA,<4cm,0
11,MMEA,>4cm,0
11,MPHA,<4cm,0
11,MPHA,>4cm,0
11,OCUL,<4cm,0
11,OCUL,>4cm,0
11,OFAV,<4cm,0
11,OFAV,>4cm,0
11,OFRA,<4cm,0
11,OFRA,>4cm,0
11,PAME,<4cm,0
11,PAME,>4cm,0
11,PAST,<4cm,0
11,PAST,>4cm,0
11,PCLI,<4cm,0
11,PCLI,>4cm,0
11,PPOR,<4cm,0
11,PPOR,>4cm,0
11,PSTR,<4cm,0
11,PSTR,>4cm,0
11,SBOU,<4cm,0
11,SBOU,>4cm,0
11,SCUB,<4cm,0
11,SCUB,>4cm,0
11,SINT,<4cm,0
11,SINT,>4cm,0
11,SLAC,<4cm,0
11,SLAC,>4cm,0
11,SRAD,<4cm,0
11,SRAD,>4cm,0
11,SSID,<4cm,0
11,SSID,>4cm,0
12,AAGA,<4cm,0
12,AAGA,>4cm,0
12,ACER,<4cm,0
12,ACER,>4cm,0
12,AFRA,<4cm,0
12,AFRA,>4cm,0
12,ALAM,<4cm,0
12,ALAM,>4cm,0
12,CNAT,<4cm,0
12,CNAT,>4cm,0
12,DLAB,<4cm,0
12,DLAB,>4cm,0
12,DSTO,<4cm,0
12,DSTO,>4cm,0
12,EFAS,<4cm,0
12,EFAS,>4cm,0
12,FFRA,<4cm,0
12,FFRA,>4cm,0
12,MALI,<4cm,0
12,MALI,>4cm,0
12,MANG,<4cm,0
12,MANG,>4cm,0
12,MCAV,<4cm,0
12,MCAV,>4cm,0
12,MDEC,<4cm,0
12,MDEC,>4cm,0
12,MLAM,<4cm,0
12,MLAM,>4cm,0
12,MMEA,<4cm,0
12,MMEA,>4cm,0
12,MPHA,<4cm,0
12,MPHA,>4cm,0
12,OCUL,<4cm,0
12,OCUL,>4cm,0
12,OFAV,<4cm,0
12,OFAV,>4cm,0
12,OFRA,<4cm,0
12,OFRA,>4cm,0
12,PAME,<4cm,0
12,PAME,>4cm,0
12,PAST,<4cm,0
12,PAST,>4cm,0
12,PCLI,<4cm,0
12,PCLI,>4cm,0
12,PPOR,<4cm,0
12,PPOR,>4cm,0
12,PSTR,<4cm,0
12,PSTR,>4cm,0
12,SBOU,<4cm,0
12,SBOU,>4cm,0
12,SCUB,<4cm,0
12,SCUB,>4cm,0
12,SINT,<4cm,0
12,SINT,>4cm,1
12,SLAC,<4cm,0
12,SLAC,>4cm,0
12,SRAD,<4cm,0
12,SRAD,>4cm,0
12,SSID,<4cm,0
12,SSID,>4cm,0
13,AAGA,<4cm,0
13,AAGA,>4cm,0
13,ACER,<4cm,0
13,ACER,>4cm,0
13,AFRA,<4cm,0
13,AFRA,>4cm,0
13,ALAM,<4cm,0
13,ALAM,>4cm,0
13,CNAT,<4cm,0
13,CNAT,>4cm,0
13,DLAB,<4cm,0
13,DLAB,>4cm,0
13,DSTO,<4cm,0
13,DSTO,>4cm,1
13,EFAS,<4cm,0
13,EFAS,>4cm,1
13,FFRA,<4cm,0
13,FFRA,>4cm,0
13,MALI,<4cm,0
13,MALI,>4cm,0
13,MANG,<4cm,0
13,MANG,>4cm,0
13,MCAV,<4cm,0
13,MCAV,>4cm,3
13,MDEC,<4cm,0
13,MDEC,>4cm,0
13,MLAM,<4cm,0
13,MLAM,>4cm,0
13,MMEA,<4cm,0
13,MMEA,>4cm,0
13,MPHA,<4cm,0
13,MPHA,>4cm,0
13,OCUL,<4cm,0
13,OCUL,>4cm,0
13,OFAV,<4cm,0
13,OFAV,>4cm,0
13,OFRA,<4cm,0
13,OFRA,>4cm,0
13,PAME,<4cm,0
13,PAME,>4cm,0
13,PAST,<4cm,1
13,PAST,>4cm,0
13,PCLI,<4cm,0
13,PCLI,>4cm,0
13,PPOR,<4cm,0
13,PPOR,>4cm,1
13,PSTR,<4cm,0
13,PSTR,>4cm,0
13,SBOU,<4cm,0
13,SBOU,>4cm,0
13,SCUB,<4cm,0
13,SCUB,>4cm,0
13,SINT,<4cm,0
13,SINT,>4cm,2
13,SLAC,<4cm,0
13,SLAC,>4cm,0
13,SRAD,<4cm,7
13,SRAD,>4cm,0
13,SSID,<4cm,4
13,SSID,>4cm,7
14,AAGA,<4cm,0
14,AAGA,>4cm,0
14,ACER,<4cm,0
14,ACER,>4cm,0
14,AFRA,<4cm,0
14,AFRA,>4cm,0
14,ALAM,<4cm,0
14,ALAM,>4cm,0
14,CNAT,<4cm,0
14,CNAT,>4cm,0
14,DLAB,<4cm,0
14,DLAB,>4cm,0
14,DSTO,<4cm,0
14,DSTO,>4cm,0
14,EFAS,<4cm,0
14,EFAS,>4cm,0
14,FFRA,<4cm,0
14,FFRA,>4cm,0
14,MALI,<4cm,0
14,MALI,>4cm,0
14,MANG,<4cm,0
14,MANG,>4cm,0
14,MCAV,<4cm,0
14,MCAV,>4cm,0
14,MDEC,<4cm,0
14,MDEC,>4cm,0
14,MLAM,<4cm,0
14,MLAM,>4cm,0
14,MMEA,<4cm,0
14,MMEA,>4cm,0
14,MPHA,<4cm,0
14,MPHA,>4cm,0
14,OCUL,<4cm,0
14,OCUL,>4cm,0
14,OFAV,<4cm,0
14,OFAV,>4cm,0
14,OFRA,<4cm,0
14,OFRA,>4cm,0
14,PAME,<4cm,0
14,PAME,>4cm,0
14,PAST,<4cm,0
14,PAST,>4cm,0
14,PCLI,<4cm,0
14,PCLI,>4cm,0
14,PPOR,<4cm,0
14,PPOR,>4cm,0
14,PSTR,<4cm,0
14,PSTR,>4cm,0
14,SBOU,<4cm,0
14,SBOU,>4cm,0
14,SCUB,<4cm,0
14,SCUB,>4cm,0
14,SINT,<4cm,0
14,SINT,>4cm,0
14,SLAC,<4cm,0
14,SLAC,>4cm,0
14,SRAD,<4cm,0
14,SRAD,>4cm,0
14,SSID,<4cm,0
14,SSID,>4cm,0
15,AAGA,<4cm,0
15,AAGA,>4cm,0
15,ACER,<4cm,0
15,ACER,>4cm,0
15,AFRA,<4cm,0
15,AFRA,>4cm,0
15,ALAM,<4cm,0
15,ALAM,>4cm,0
15,CNAT,<4cm,0
15,CNAT,>4cm,0
15,DLAB,<4cm,0
15,DLAB,>4cm,0
15,DSTO,<4cm,0
15,DSTO,>4cm,0
15,EFAS,<4cm,0
15,EFAS,>4cm,0
15,FFRA,<4cm,0
15,FFRA,>4cm,0
15,MALI,<4cm,0
15,MALI,>4cm,0
15,MANG,<4cm,0
15,MANG,>4cm,0
15,MCAV,<4cm,0
15,MCAV,>4cm,0
15,MDEC,<4cm,0
15,MDEC,>4cm,0
15,MLAM,<4cm,0
15,MLAM,>4cm,0
15,MMEA,<4cm,0
15,MMEA,>4cm,0
15,MPHA,<4cm,0
15,MPHA,>4cm,0
15,OCUL,<4cm,0
15,OCUL,>4cm,0
15,OFAV,<4cm,0
15,OFAV,>4cm,0
15,OFRA,<4cm,0
15,OFRA,>4cm,0
15,PAME,<4cm,0
15,PAME,>4cm,0
15,PAST,<4cm,0
15,PAST,>4cm,0
15,PCLI,<4cm,0
15,PCLI,>4cm,0
15,PPOR,<4cm,0
15,PPOR,>4cm,0
15,PSTR,<4cm,0
15,PSTR,>4cm,0
15,SBOU,<4cm,0
15,SBOU,>4cm,0
15,SCUB,<4cm,0
15,SCUB,>4cm,0
15,SINT,<4cm,0
15,SINT,>4cm,0
15,SLAC,<4cm,0
15,SLAC,>4cm,0
15,SRAD,<4cm,0
15,SRAD,>4cm,0
15,SSID,<4cm,0
15,SSID,>4cm,0
16,AAGA,<4cm,0
16,AAGA,>4cm,0
16,ACER,<4cm,0
16,ACER,>4cm,0
16,AFRA,<4cm,0
16,AFRA,>4cm,0
16,ALAM,<4cm,0
16,ALAM,>4cm,0
16,CNAT,<4cm,0
16,CNAT,>4cm,0
16,DLAB,<4cm,0
16,DLAB,>4cm,0
16,DSTO,<4cm,0
16,DSTO,>4cm,0
16,EFAS,<4cm,0
16,EFAS,>4cm,0
16,FFRA,<4cm,0
16,FFRA,>4cm,0
16,MALI,<4cm,0
16,MALI,>4cm,0
16,MANG,<4cm,0
16,MANG,>4cm,0
16,MCAV,<4cm,0
16,MCAV,>4cm,0
16,MDEC,<4cm,0
16,MDEC,>4cm,0
16,MLAM,<4cm,0
16,MLAM,>4cm,0
16,MMEA,<4cm,0
16,MMEA,>4cm,0
16,MPHA,<4cm,0
16,MPHA,>4cm,0
16,OCUL,<4cm,0
16,OCUL,>4cm,0
16,OFAV,<4cm,0
16,OFAV,>4cm,0
16,OFRA,<4cm,0
16,OFRA,>4cm,0
16,PAME,<4cm,0
16,PAME,>4cm,0
16,PAST,<4cm,0
16,PAST,>4cm,0
16,PCLI,<4cm,0
16,PCLI,>4cm,0
16,PPOR,<4cm,0
16,PPOR,>4cm,0
16,PSTR,<4cm,0
16,PSTR,>4cm,0
16,SBOU,<4cm,0
16,SBOU,>4cm,0
16,SCUB,<4cm,0
16,SCUB,>4cm,0
16,SINT,<4cm,0
16,SINT,>4cm,1
16,SLAC,<4cm,0
16,SLAC,>4cm,0
16,SRAD,<4cm,0
16,SRAD,>4cm,0
16,SSID,<4cm,0
16,SSID,>4cm,1
17,AAGA,<4cm,0
17,AAGA,>4cm,0
17,ACER,<4cm,0
17,ACER,>4cm,0
17,AFRA,<4cm,0
17,AFRA,>4cm,3
17,ALAM,<4cm,0
17,ALAM,>4cm,0
17,CNAT,<4cm,0
17,CNAT,>4cm,0
17,DLAB,<4cm,0
17,DLAB,>4cm,0
17,DSTO,<4cm,0
17,DSTO,>4cm,0
17,EFAS,<4cm,0
17,EFAS,>4cm,0
17,FFRA,<4cm,0
17,FFRA,>4cm,0
17,MALI,<4cm,0
17,MALI,>4cm,0
17,MANG,<4cm,0
17,MANG,>4cm,0
17,MCAV,<4cm,1
17,MCAV,>4cm,5
17,MDEC,<4cm,1
17,MDEC,>4cm,2
17,MLAM,<4cm,0
17,MLAM,>4cm,0
17,MMEA,<4cm,0
17,MMEA,>4cm,0
17,MPHA,<4cm,0
17,MPHA,>4cm,0
17,OCUL,<4cm,0
17,OCUL,>4cm,0
17,OFAV,<4cm,0
17,OFAV,>4cm,0
17,OFRA,<4cm,0
17,OFRA,>4cm,0
17,PAME,<4cm,0
17,PAME,>4cm,0
17,PAST,<4cm,0
17,PAST,>4cm,1
17,PCLI,<4cm,0
17,PCLI,>4cm,0
17,PPOR,<4cm,0
17,PPOR,>4cm,0
17,PSTR,<4cm,0
17,PSTR,>4cm,0
17,SBOU,<4cm,0
17,SBOU,>4cm,0
17,SCUB,<4cm,0
17,SCUB,>4cm,0
17,SINT,<4cm,1
17,SINT,>4cm,8
17,SLAC,<4cm,0
