site,taxon,class,n
IN-102-CP,AGAR,>4cm,0
IN-102-CP,DSTO,>4cm,2
IN-102-CP,EFAS,>4cm,0
IN-102-CP,FAVI,<4cm,0
IN-102-CP,FAVI,>4cm,0
IN-102-CP,HCUC,<4cm,0
IN-102-CP,HCUC,>4cm,0
IN-102-CP,MADR,<4cm,0
IN-102-CP,MADR,>4cm,0
IN-102-CP,MCAV,<4cm,1
IN-102-CP,MCAV,>4cm,1
IN-102-CP,MEAN,<4cm,1
IN-102-CP,MMEA,>4cm,0
IN-102-CP,MUSS,<4cm,0
IN-102-CP,MYCE,>4cm,0
IN-102-CP,OCUL,<4cm,0
IN-102-CP,OCUL,>4cm,0
IN-102-CP,ORBI,<4cm,0
IN-102-CP,ORBI,>4cm,0
IN-102-CP,PORI,<4cm,1
IN-102-CP,PORI,>4cm,0
IN-102-CP,SCOL,>4cm,0
IN-102-CP,SIDE,<4cm,40
IN-102-CP,SIDE,>4cm,1
IN-102-CP,SINT,<4cm,0
IN-102-CP,SINT,>4cm,1
IN-102-CP,SOLE,<4cm,0
IN-102-CP,SOLE,>4cm,1
IN-103-AR,ACER,<4cm,0
IN-103-AR,ACER,>4cm,0
IN-103-AR,AGAR,<4cm,0
IN-103-AR,AGAR,>4cm,0
IN-103-AR,DSTO,>4cm,0
IN-103-AR,EFAS,>4cm,0
IN-103-AR,FAVI,<4cm,2
IN-103-AR,FAVI,>4cm,0
IN-103-AR,HCUC,<4cm,0
IN-103-AR,HCUC,>4cm,0
IN-103-AR,MADR,<4cm,0
IN-103-AR,MADR,>4cm,0
IN-103-AR,MCAV,<4cm,7
IN-103-AR,MCAV,>4cm,0
IN-103-AR,MEAN,<4cm,3
IN-103-AR,MMEA,>4cm,0
IN-103-AR,MUSS,<4cm,0
IN-103-AR,MYCE,>4cm,0
IN-103-AR,OCUL,<4cm,0
IN-103-AR,OCUL,>4cm,0
IN-103-AR,ORBI,<4cm,0
IN-103-AR,ORBI,>4cm,0
IN-103-AR,PORI,<4cm,0
IN-103-AR,PORI,>4cm,4
IN-103-AR,SCOL,>4cm,0
IN-103-AR,SIDE,<4cm,25
IN-103-AR,SIDE,>4cm,8
IN-103-AR,SINT,<4cm,0
IN-103-AR,SINT,>4cm,2
IN-103-AR,SOLE,<4cm,0
IN-103-AR,SOLE,>4cm,0
IN-104-CP,ACER,<4cm,0
IN-104-CP,ACER,>4cm,0
IN-104-CP,AGAR,<4cm,0
IN-104-CP,AGAR,>4cm,0
IN-104-CP,DSTO,>4cm,1
IN-104-CP,EFAS,>4cm,0
IN-104-CP,FAVI,<4cm,0
IN-104-CP,FAVI,>4cm,0
IN-104-CP,HCUC,<4cm,0
IN-104-CP,HCUC,>4cm,0
IN-104-CP,MADR,<4cm,0
IN-104-CP,MADR,>4cm,0
IN-104-CP,MCAV,<4cm,3
IN-104-CP,MCAV,>4cm,1
IN-104-CP,MEAN,<4cm,1
IN-104-CP,MMEA,>4cm,0
IN-104-CP,MUSS,<4cm,0
IN-104-CP,MYCE,>4cm,0
IN-104-CP,OCUL,<4cm,0
IN-104-CP,OCUL,>4cm,0
IN-104-CP,ORBI,<4cm,0
IN-104-CP,ORBI,>4cm,0
IN-104-CP,PORI,<4cm,0
IN-104-CP,PORI,>4cm,4
IN-104-CP,SCOL,>4cm,0
IN-104-CP,SIDE,<4cm,33
IN-104-CP,SIDE,>4cm,3
IN-104-CP,SINT,<4cm,0
IN-104-CP,SINT,>4cm,2
IN-104-CP,SOLE,<4cm,0
IN-104-CP,SOLE,>4cm,1
IN-105-AR,ACER,<4cm,0
IN-105-AR,ACER,>4cm,0
IN-105-AR,AGAR,<4cm,0
IN-105-AR,AGAR,>4cm,0
IN-105-AR,DSTO,>4cm,0
IN-105-AR,EFAS,>4cm,0
IN-105-AR,FAVI,<4cm,0
IN-105-AR,FAVI,>4cm,1
IN-105-AR,HCUC,<4cm,0
IN-105-AR,HCUC,>4cm,0
IN-105-AR,MADR,<4cm,0
IN-105-AR,MADR,>4cm,0
IN-105-AR,MCAV,<4cm,6
IN-105-AR,MCAV,>4cm,0
IN-105-AR,MEAN,<4cm,2
IN-105-AR,MMEA,>4cm,0
IN-105-AR,MUSS,<4cm,0
IN-105-AR,MYCE,>4cm,0
IN-105-AR,OCUL,<4cm,0
IN-105-AR,OCUL,>4cm,0
IN-105-AR,ORBI,<4cm,0
IN-105-AR,ORBI,>4cm,0
IN-105-AR,PORI,<4cm,4
IN-105-AR,PORI,>4cm,11
IN-105-AR,SCOL,>4cm,0
IN-105-AR,SIDE,<4cm,37
IN-105-AR,SIDE,>4cm,14
IN-105-AR,SINT,<4cm,0
IN-105-AR,SINT,>4cm,1
IN-105-AR,SOLE,<4cm,1
IN-105-AR,SOLE,>4cm,0
IN-106-AR,ACER,<4cm,0
IN-106-AR,ACER,>4cm,0
IN-106-AR,AGAR,<4cm,0
IN-106-AR,AGAR,>4cm,0
IN-106-AR,DSTO,>4cm,2
IN-106-AR,EFAS,>4cm,0
IN-106-AR,FAVI,<4cm,0
IN-106-AR,FAVI,>4cm,0
IN-106-AR,HCUC,<4cm,0
IN-106-AR,HCUC,>4cm,0
IN-106-AR,MADR,<4cm,0
IN-106-AR,MADR,>4cm,0
IN-106-AR,MCAV,<4cm,3
IN-106-AR,MCAV,>4cm,0
IN-106-AR,MEAN,<4cm,2
IN-106-AR,MMEA,>4cm,0
IN-106-AR,MUSS,<4cm,0
IN-106-AR,MYCE,>4cm,0
IN-106-AR,OCUL,<4cm,0
IN-106-AR,OCUL,>4cm,0
IN-106-AR,ORBI,<4cm,0
IN-106-AR,ORBI,>4cm,0
IN-106-AR,PORI,<4cm,0
IN-106-AR,PORI,>4cm,7
IN-106-AR,SCOL,>4cm,0
IN-106-AR,SIDE,<4cm,41
IN-106-AR,SIDE,>4cm,13
IN-106-AR,SINT,<4cm,1
IN-106-AR,SINT,>4cm,0
IN-106-AR,SOLE,<4cm,0
IN-106-AR,SOLE,>4cm,0
IN-107-AR,ACER,<4cm,0
IN-107-AR,ACER,>4cm,0
IN-107-AR,AGAR,<4cm,0
IN-107-AR,AGAR,>4cm,0
IN-107-AR,DSTO,>4cm,1
IN-107-AR,EFAS,>4cm,0
IN-107-AR,FAVI,<4cm,2
IN-107-AR,FAVI,>4cm,0
IN-107-AR,HCUC,<4cm,0
IN-107-AR,HCUC,>4cm,0
IN-107-AR,MADR,<4cm,0
IN-107-AR,MADR,>4cm,0
IN-107-AR,MCAV,<4cm,6
IN-107-AR,MCAV,>4cm,0
IN-107-AR,MEAN,<4cm,0
IN-107-AR,MMEA,>4cm,0
IN-107-AR,MUSS,<4cm,0
IN-107-AR,MYCE,>4cm,0
IN-107-AR,OCUL,<4cm,0
IN-107-AR,OCUL,>4cm,0
IN-107-AR,ORBI,<4cm,0
IN-107-AR,ORBI,>4cm,0
IN-107-AR,PORI,<4cm,4
IN-107-AR,PORI,>4cm,19
IN-107-AR,SCOL,>4cm,0
IN-107-AR,SIDE,<4cm,33
IN-107-AR,SIDE,>4cm,7
IN-107-AR,SINT,<4cm,0
IN-107-AR,SINT,>4cm,1
IN-107-AR,SOLE,<4cm,0
IN-107-AR,SOLE,>4cm,0
IN-108-AR,ACER,<4cm,0
IN-108-AR,ACER,>4cm,0
IN-108-AR,AGAR,<4cm,0
IN-108-AR,AGAR,>4cm,0
IN-108-AR,DSTO,>4cm,2
IN-108-AR,EFAS,>4cm,0
IN-108-AR,FAVI,<4cm,0
IN-108-AR,FAVI,>4cm,0
IN-108-AR,HCUC,<4cm,0
IN-108-AR,HCUC,>4cm,0
IN-108-AR,MADR,<4cm,0
IN-108-AR,MADR,>4cm,0
IN-108-AR,MCAV,<4cm,4
IN-108-AR,MCAV,>4cm,2
IN-108-AR,MEAN,<4cm,2
IN-108-AR,MMEA,>4cm,0
IN-108-AR,MUSS,<4cm,0
IN-108-AR,MYCE,>4cm,0
IN-108-AR,OCUL,<4cm,0
IN-108-AR,OCUL,>4cm,0
IN-108-AR,ORBI,<4cm,0
IN-108-AR,ORBI,>4cm,0
IN-108-AR,PORI,<4cm,3
IN-108-AR,PORI,>4cm,20
IN-108-AR,SCOL,>4cm,0
IN-108-AR,SIDE,<4cm,46
IN-108-AR,SIDE,>4cm,16
IN-108-AR,SINT,<4cm,1
IN-108-AR,SINT,>4cm,0
IN-108-AR,SOLE,<4cm,0
IN-108-AR,SOLE,>4cm,1
IN-109-AR,ACER,<4cm,0
IN-109-AR,ACER,>4cm,0
IN-109-AR,AGAR,<4cm,0
IN-109-AR,AGAR,>4cm,0
IN-109-AR,DSTO,>4cm,2
IN-109-AR,EFAS,>4cm,0
IN-109-AR,FAVI,<4cm,0
IN-109-AR,FAVI,>4cm,0
IN-109-AR,HCUC,<4cm,0
IN-109-AR,HCUC,>4cm,0
IN-109-AR,MADR,<4cm,0
IN-109-AR,MADR,>4cm,0
IN-109-AR,MCAV,<4cm,5
IN-109-AR,MCAV,>4cm,0
IN-109-AR,MEAN,<4cm,2
IN-109-AR,MMEA,>4cm,0
IN-109-AR,MUSS,<4cm,0
IN-109-AR,MYCE,>4cm,0
IN-109-AR,OCUL,<4cm,0
IN-109-AR,OCUL,>4cm,0
IN-109-AR,ORBI,<4cm,0
IN-109-AR,ORBI,>4cm,0
IN-109-AR,PORI,<4cm,0
IN-109-AR,PORI,>4cm,2
IN-109-AR,SCOL,>4cm,0
IN-109-AR,SIDE,<4cm,19
IN-109-AR,SIDE,>4cm,9
IN-109-AR,SINT,<4cm,0
IN-109-AR,SINT,>4cm,0
IN-109-AR,SOLE,<4cm,1
IN-109-AR,SOLE,>4cm,0
IN-11-CP,ACER,<4cm,0
IN-11-CP,ACER,>4cm,0
IN-11-CP,AGAR,<4cm,0
IN-11-CP,AGAR,>4cm,0
IN-11-CP,DSTO,>4cm,0
IN-11-CP,EFAS,>4cm,0
IN-11-CP,FAVI,<4cm,0
IN-11-CP,FAVI,>4cm,1
IN-11-CP,HCUC,<4cm,0
IN-11-CP,HCUC,>4cm,0
IN-11-CP,MADR,<4cm,0
IN-11-CP,MADR,>4cm,0
IN-11-CP,MCAV,<4cm,0
IN-11-CP,MCAV,>4cm,0
IN-11-CP,MEAN,<4cm,2
IN-11-CP,MMEA,>4cm,0
IN-11-CP,MUSS,<4cm,0
IN-11-CP,MYCE,>4cm,0
IN-11-CP,OCUL,<4cm,0
IN-11-CP,OCUL,>4cm,0
IN-11-CP,ORBI,<4cm,0
IN-11-CP,ORBI,>4cm,0
IN-11-CP,PORI,<4cm,1
IN-11-CP,PORI,>4cm,2
IN-11-CP,SCOL,>4cm,0
IN-11-CP,SIDE,<4cm,108
IN-11-CP,SIDE,>4cm,3
IN-11-CP,SINT,<4cm,0
IN-11-CP,SINT,>4cm,1
IN-11-CP,SOLE,<4cm,0
IN-11-CP,SOLE,>4cm,3
IN-110-AR,ACER,<4cm,0
IN-110-AR,ACER,>4cm,0
IN-110-AR,AGAR,<4cm,0
IN-110-AR,AGAR,>4cm,0
IN-110-AR,DSTO,>4cm,0
IN-110-AR,EFAS,>4cm,0
IN-110-AR,FAVI,<4cm,0
IN-110-AR,FAVI,>4cm,0
IN-110-AR,HCUC,<4cm,0
IN-110-AR,HCUC,>4cm,0
IN-110-AR,MADR,<4cm,0
IN-110-AR,MADR,>4cm,0
IN-110-AR,MCAV,<4cm,2
IN-110-AR,MCAV,>4cm,1
IN-110-AR,MEAN,<4cm,1
IN-110-AR,MMEA,>4cm,0
IN-110-AR,MUSS,<4cm,0
IN-110-AR,MYCE,>4cm,0
IN-110-AR,OCUL,<4cm,0
IN-110-AR,OCUL,>4cm,0
IN-110-AR,ORBI,<4cm,0
IN-110-AR,ORBI,>4cm,0
IN-110-AR,PORI,<4cm,1
IN-110-AR,PORI,>4cm,0
IN-110-AR,SCOL,>4cm,0
IN-110-AR,SIDE,<4cm,16
IN-110-AR,SIDE,>4cm,3
IN-110-AR,SINT,<4cm,2
IN-110-AR,SINT,>4cm,1
IN-110-AR,SOLE,<4cm,0
IN-110-AR,SOLE,>4cm,0
IN-111-AR,ACER,<4cm,0
IN-111-AR,ACER,>4cm,0
IN-111-AR,AGAR,<4cm,0
IN-111-AR,AGAR,>4cm,0
IN-111-AR,DSTO,>4cm,0
IN-111-AR,EFAS,>4cm,0
IN-111-AR,FAVI,<4cm,0
IN-111-AR,FAVI,>4cm,1
IN-111-AR,HCUC,<4cm,0
IN-111-AR,HCUC,>4cm,0
IN-111-AR,MADR,<4cm,0
IN-111-AR,MADR,>4cm,0
IN-111-AR,MCAV,<4cm,10
IN-111-AR,MCAV,>4cm,2
IN-111-AR,MEAN,<4cm,7
IN-111-AR,MMEA,>4cm,0
IN-111-AR,MUSS,<4cm,0
IN-111-AR,MYCE,>4cm,0
IN-111-AR,OCUL,<4cm,0
IN-111-AR,OCUL,>4cm,0
IN-111-AR,ORBI,<4cm,1
IN-111-AR,ORBI,>4cm,0
IN-111-AR,PORI,<4cm,9
IN-111-AR,PORI,>4cm,20
IN-111-AR,SCOL,>4cm,0
IN-111-AR,SIDE,<4cm,54
IN-111-AR,SIDE,>4cm,20
IN-111-AR,SINT,<4cm,1
IN-111-AR,SINT,>4cm,2
IN-111-AR,SOLE,<4cm,0
IN-111-AR,SOLE,>4cm,0
IN-112-LR,ACER,<4cm,0
IN-112-LR,ACER,>4cm,0
IN-112-LR,AGAR,<4cm,0
IN-112-LR,AGAR,>4cm,1
IN-112-LR,DSTO,>4cm,0
IN-112-LR,EFAS,>4cm,0
IN-112-LR,FAVI,<4cm,3
IN-112-LR,FAVI,>4cm,0
IN-112-LR,HCUC,<4cm,0
IN-112-LR,HCUC,>4cm,0
IN-112-LR,MADR,<4cm,0
IN-112-LR,MADR,>4cm,1
IN-112-LR,MCAV,<4cm,6
IN-112-LR,MCAV,>4cm,3
IN-112-LR,MEAN,<4cm,1
IN-112-LR,MMEA,>4cm,0
IN-112-LR,MUSS,<4cm,0
IN-112-LR,MYCE,>4cm,0
IN-112-LR,OCUL,<4cm,0
IN-112-LR,OCUL,>4cm,0
IN-112-LR,ORBI,<4cm,0
IN-112-LR,ORBI,>4cm,0
IN-112-LR,PORI,<4cm,2
IN-112-LR,PORI,>4cm,4
IN-112-LR,SCOL,>4cm,0
IN-112-LR,SIDE,<4cm,25
IN-112-LR,SIDE,>4cm,13
IN-112-LR,SINT,<4cm,1
IN-112-LR,SINT,>4cm,4
IN-112-LR,SOLE,<4cm,0
IN-112-LR,SOLE,>4cm,2
IN-113-LR,ACER,<4cm,0
IN-113-LR,ACER,>4cm,0
IN-113-LR,AGAR,<4cm,1
IN-113-LR,AGAR,>4cm,1
IN-113-LR,DSTO,>4cm,1
IN-113-LR,EFAS,>4cm,0
IN-113-LR,FAVI,<4cm,0
IN-113-LR,FAVI,>4cm,0
IN-113-LR,HCUC,<4cm,0
IN-113-LR,HCUC,>4cm,0
IN-113-LR,MADR,<4cm,0
IN-113-LR,MADR,>4cm,0
IN-113-LR,MCAV,<4cm,8
IN-113-LR,MCAV,>4cm,3
IN-113-LR,MEAN,<4cm,2
IN-113-LR,MMEA,>4cm,1
IN-113-LR,MUSS,<4cm,0
IN-113-LR,MYCE,>4cm,0
IN-113-LR,OCUL,<4cm,0
IN-113-LR,OCUL,>4cm,0
IN-113-LR,ORBI,<4cm,0
IN-113-LR,ORBI,>4cm,0
IN-113-LR,PORI,<4cm,0
IN-113-LR,PORI,>4cm,4
IN-113-LR,SCOL,>4cm,0
IN-113-LR,SIDE,<4cm,36
IN-113-LR,SIDE,>4cm,19
IN-113-LR,SINT,<4cm,0
IN-113-LR,SINT,>4cm,7
IN-113-LR,SOLE,<4cm,0
IN-113-LR,SOLE,>4cm,0
IN-114-LR,ACER,<4cm,0
IN-114-LR,ACER,>4cm,0
IN-114-LR,AGAR,<4cm,0
IN-114-LR,AGAR,>4cm,1
IN-114-LR,DSTO,>4cm,1
IN-114-LR,EFAS,>4cm,0
IN-114-LR,FAVI,<4cm,0
IN-114-LR,FAVI,>4cm,0
IN-114-LR,HCUC,<4cm,0
IN-114-LR,HCUC,>4cm,0
IN-114-LR,MADR,<4cm,0
IN-114-LR,MADR,>4cm,0
IN-114-LR,MCAV,<4cm,2
IN-114-LR,MCAV,>4cm,1
IN-114-LR,MEAN,<4cm,0
IN-114-LR,MMEA,>4cm,0
IN-114-LR,MUSS,<4cm,0
IN-114-LR,MYCE,>4cm,0
IN-114-LR,OCUL,<4cm,0
IN-114-LR,OCUL,>4cm,0
IN-114-LR,ORBI,<4cm,0
IN-114-LR,ORBI,>4cm,0
IN-114-LR,PORI,<4cm,1
IN-114-LR,PORI,>4cm,6
IN-114-LR,SCOL,>4cm,0
IN-114-LR,SIDE,<4cm,4
IN-114-LR,SIDE,>4cm,5
IN-114-LR,SINT,<4cm,1
IN-114-LR,SINT,>4cm,8
IN-114-LR,SOLE,<4cm,0
IN-114-LR,SOLE,>4cm,0
IN-115-LR,ACER,<4cm,0
IN-115-LR,ACER,>4cm,0
IN-115-LR,AGAR,<4cm,0
IN-115-LR,AGAR,>4cm,0
IN-115-LR,DSTO,>4cm,1
IN-115-LR,EFAS,>4cm,0
IN-115-LR,FAVI,<4cm,0
IN-115-LR,FAVI,>4cm,0
IN-115-LR,HCUC,<4cm,0
IN-115-LR,HCUC,>4cm,0
IN-115-LR,MADR,<4cm,0
IN-115-LR,MADR,>4cm,0
IN-115-LR,MCAV,<4cm,2
IN-115-LR,MCAV,>4cm,1
IN-115-LR,MEAN,<4cm,1
IN-115-LR,MMEA,>4cm,0
IN-115-LR,MUSS,<4cm,0
IN-115-LR,MYCE,>4cm,0
IN-115-LR,OCUL,<4cm,0
IN-115-LR,OCUL,>4cm,0
IN-115-LR,ORBI,<4cm,0
IN-115-LR,ORBI,>4cm,0
IN-115-LR,PORI,<4cm,1
IN-115-LR,PORI,>4cm,4
IN-115-LR,SCOL,>4cm,0
IN-115-LR,SIDE,<4cm,14
IN-115-LR,SIDE,>4cm,11
IN-115-LR,SINT,<4cm,1
IN-115-LR,SINT,>4cm,4
IN-115-LR,SOLE,<4cm,0
IN-115-LR,SOLE,>4cm,1
IN-116-LR,ACER,<4cm,0
IN-116-LR,ACER,>4cm,0
IN-116-LR,AGAR,<4cm,0
IN-116-LR,AGAR,>4cm,0
IN-116-LR,DSTO,>4cm,0
IN-116-LR,EFAS,>4cm,1
IN-116-LR,FAVI,<4cm,0
IN-116-LR,FAVI,>4cm,0
IN-116-LR,HCUC,<4cm,0
IN-116-LR,HCUC,>4cm,0
IN-116-LR,MADR,<4cm,0
IN-116-LR,MADR,>4cm,0
IN-116-LR,MCAV,<4cm,3
IN-116-LR,MCAV,>4cm,1
IN-116-LR,MEAN,<4cm,1
IN-116-LR,MMEA,>4cm,0
IN-116-LR,MUSS,<4cm,0
IN-116-LR,MYCE,>4cm,0
IN-116-LR,OCUL,<4cm,0
IN-116-LR,OCUL,>4cm,0
IN-116-LR,ORBI,<4cm,0
IN-116-LR,ORBI,>4cm,0
IN-116-LR,PORI,<4cm,0
IN-116-LR,PORI,>4cm,3
IN-116-LR,SCOL,>4cm,0
IN-116-LR,SIDE,<4cm,4
IN-116-LR,SIDE,>4cm,11
IN-116-LR,SINT,<4cm,1
IN-116-LR,SINT,>4cm,10
IN-116-LR,SOLE,<4cm,0
IN-116-LR,SOLE,>4cm,1
IN-117-LR,ACER,<4cm,0
IN-117-LR,ACER,>4cm,0
IN-117-LR,AGAR,<4cm,0
IN-117-LR,AGAR,>4cm,0
IN-117-LR,DSTO,>4cm,2
IN-117-LR,EFAS,>4cm,1
IN-117-LR,FAVI,<4cm,0
IN-117-LR,FAVI,>4cm,1
IN-117-LR,HCUC,<4cm,0
IN-117-LR,HCUC,>4cm,0
IN-117-LR,MADR,<4cm,0
IN-117-LR,MADR,>4cm,0
IN-117-LR,MCAV,<4cm,9
IN-117-LR,MCAV,>4cm,3
IN-117-LR,MEAN,<4cm,0
IN-117-LR,MMEA,>4cm,0
IN-117-LR,MUSS,<4cm,0
IN-117-LR,MYCE,>4cm,0
IN-117-LR,OCUL,<4cm,0
IN-117-LR,OCUL,>4cm,0
IN-117-LR,ORBI,<4cm,0
IN-117-LR,ORBI,>4cm,0
IN-117-LR,PORI,<4cm,0
IN-117-LR,PORI,>4cm,1
IN-117-LR,SCOL,>4cm,0
IN-117-LR,SIDE,<4cm,10
IN-117-LR,SIDE,>4cm,11
IN-117-LR,SINT,<4cm,3
IN-117-LR,SINT,>4cm,7
IN-117-LR,SOLE,<4cm,0
IN-117-LR,SOLE,>4cm,1
IN-118-LR,ACER,<4cm,0
IN-118-LR,ACER,>4cm,0
IN-118-LR,AGAR,<4cm,0
IN-118-LR,AGAR,>4cm,2
IN-118-LR,DSTO,>4cm,0
IN-118-LR,EFAS,>4cm,0
IN-118-LR,FAVI,<4cm,0
IN-118-LR,FAVI,>4cm,2
IN-118-LR,HCUC,<4cm,0
IN-118-LR,HCUC,>4cm,0
IN-118-LR,MADR,<4cm,0
IN-118-LR,MADR,>4cm,0
IN-118-LR,MCAV,<4cm,4
IN-118-LR,MCAV,>4cm,2
IN-118-LR,MEAN,<4cm,0
IN-118-LR,MMEA,>4cm,0
IN-118-LR,MUSS,<4cm,0
IN-118-LR,MYCE,>4cm,1
IN-118-LR,OCUL,<4cm,0
IN-118-LR,OCUL,>4cm,0
IN-118-LR,ORBI,<4cm,0
IN-118-LR,ORBI,>4cm,0
IN-118-LR,PORI,<4cm,1
IN-118-LR,PORI,>4cm,4
IN-118-LR,SCOL,>4cm,0
IN-118-LR,SIDE,<4cm,7
IN-118-LR,SIDE,>4cm,16
IN-118-LR,SINT,<4cm,2
IN-118-LR,SINT,>4cm,12
IN-118-LR,SOLE,<4cm,0
IN-118-LR,SOLE,>4cm,0
IN-119-LR,ACER,<4cm,0
IN-119-LR,ACER,>4cm,0
IN-119-LR,AGAR,<4cm,0
IN-119-LR,AGAR,>4cm,0
IN-119-LR,DSTO,>4cm,1
IN-119-LR,EFAS,>4cm,0
IN-119-LR,FAVI,<4cm,0
IN-119-LR,FAVI,>4cm,0
IN-119-LR,HCUC,<4cm,0
IN-119-LR,HCUC,>4cm,0
IN-119-LR,MADR,<4cm,0
IN-119-LR,MADR,>4cm,0
IN-119-LR,MCAV,<4cm,2
IN-119-LR,MCAV,>4cm,2
IN-119-LR,MEAN,<4cm,0
IN-119-LR,MMEA,>4cm,0
IN-119-LR,MUSS,<4cm,0
IN-119-LR,MYCE,>4cm,0
IN-119-LR,OCUL,<4cm,0
IN-119-LR,OCUL,>4cm,0
IN-119-LR,ORBI,<4cm,0
IN-119-LR,ORBI,>4cm,0
IN-119-LR,PORI,<4cm,0
IN-119-LR,PORI,>4cm,4
IN-119-LR,SCOL,>4cm,0
IN-119-LR,SIDE,<4cm,8
