site,taxon,class,n
IN-119-LR,SIDE,>4cm,8
IN-119-LR,SINT,<4cm,0
IN-119-LR,SINT,>4cm,6
IN-119-LR,SOLE,<4cm,1
IN-119-LR,SOLE,>4cm,3
IN-12-CP,ACER,<4cm,0
IN-12-CP,ACER,>4cm,0
IN-12-CP,AGAR,<4cm,0
IN-12-CP,AGAR,>4cm,0
IN-12-CP,DSTO,>4cm,0
IN-12-CP,EFAS,>4cm,0
IN-12-CP,FAVI,<4cm,0
IN-12-CP,FAVI,>4cm,2
IN-12-CP,HCUC,<4cm,0
IN-12-CP,HCUC,>4cm,0
IN-12-CP,MADR,<4cm,0
IN-12-CP,MADR,>4cm,0
IN-12-CP,MCAV,<4cm,1
IN-12-CP,MCAV,>4cm,1
IN-12-CP,MEAN,<4cm,1
IN-12-CP,MMEA,>4cm,0
IN-12-CP,MUSS,<4cm,0
IN-12-CP,MYCE,>4cm,0
IN-12-CP,OCUL,<4cm,0
IN-12-CP,OCUL,>4cm,0
IN-12-CP,ORBI,<4cm,0
IN-12-CP,ORBI,>4cm,0
IN-12-CP,PORI,<4cm,0
IN-12-CP,PORI,>4cm,1
IN-12-CP,SCOL,>4cm,0
IN-12-CP,SIDE,<4cm,34
IN-12-CP,SIDE,>4cm,2
IN-12-CP,SINT,<4cm,1
IN-12-CP,SINT,>4cm,0
IN-12-CP,SOLE,<4cm,0
IN-12-CP,SOLE,>4cm,3
IN-120-LR,ACER,<4cm,0
IN-120-LR,ACER,>4cm,0
IN-120-LR,AGAR,<4cm,0
IN-120-LR,AGAR,>4cm,0
IN-120-LR,DSTO,>4cm,2
IN-120-LR,EFAS,>4cm,0
IN-120-LR,FAVI,<4cm,0
IN-120-LR,FAVI,>4cm,0
IN-120-LR,HCUC,<4cm,0
IN-120-LR,HCUC,>4cm,0
IN-120-LR,MADR,<4cm,0
IN-120-LR,MADR,>4cm,0
IN-120-LR,MCAV,<4cm,10
IN-120-LR,MCAV,>4cm,3
IN-120-LR,MEAN,<4cm,7
IN-120-LR,MMEA,>4cm,0
IN-120-LR,MUSS,<4cm,0
IN-120-LR,MYCE,>4cm,0
IN-120-LR,OCUL,<4cm,0
IN-120-LR,OCUL,>4cm,0
IN-120-LR,ORBI,<4cm,0
IN-120-LR,ORBI,>4cm,0
IN-120-LR,PORI,<4cm,0
IN-120-LR,PORI,>4cm,1
IN-120-LR,SCOL,>4cm,0
IN-120-LR,SIDE,<4cm,12
IN-120-LR,SIDE,>4cm,13
IN-120-LR,SINT,<4cm,2
IN-120-LR,SINT,>4cm,6
IN-120-LR,SOLE,<4cm,0
IN-120-LR,SOLE,>4cm,1
IN-13-AR,ACER,<4cm,0
IN-13-AR,ACER,>4cm,0
IN-13-AR,AGAR,<4cm,0
IN-13-AR,AGAR,>4cm,0
IN-13-AR,DSTO,>4cm,0
IN-13-AR,EFAS,>4cm,0
IN-13-AR,FAVI,<4cm,0
IN-13-AR,FAVI,>4cm,0
IN-13-AR,HCUC,<4cm,0
IN-13-AR,HCUC,>4cm,0
IN-13-AR,MADR,<4cm,0
IN-13-AR,MADR,>4cm,0
IN-13-AR,MCAV,<4cm,0
IN-13-AR,MCAV,>4cm,0
IN-13-AR,MEAN,<4cm,0
IN-13-AR,MMEA,>4cm,0
IN-13-AR,MUSS,<4cm,0
IN-13-AR,MYCE,>4cm,0
IN-13-AR,OCUL,<4cm,0
IN-13-AR,OCUL,>4cm,0
IN-13-AR,ORBI,<4cm,0
IN-13-AR,ORBI,>4cm,0
IN-13-AR,PORI,<4cm,1
IN-13-AR,PORI,>4cm,3
IN-13-AR,SCOL,>4cm,0
IN-13-AR,SIDE,<4cm,20
IN-13-AR,SIDE,>4cm,3
IN-13-AR,SINT,<4cm,0
IN-13-AR,SINT,>4cm,0
IN-13-AR,SOLE,<4cm,0
IN-13-AR,SOLE,>4cm,0
IN-14-CP,ACER,<4cm,0
IN-14-CP,ACER,>4cm,0
IN-14-CP,AGAR,<4cm,0
IN-14-CP,AGAR,>4cm,0
IN-14-CP,DSTO,>4cm,0
IN-14-CP,EFAS,>4cm,0
IN-14-CP,FAVI,<4cm,0
IN-14-CP,FAVI,>4cm,1
IN-14-CP,HCUC,<4cm,0
IN-14-CP,HCUC,>4cm,0
IN-14-CP,MADR,<4cm,0
IN-14-CP,MADR,>4cm,0
IN-14-CP,MCAV,<4cm,1
IN-14-CP,MCAV,>4cm,3
IN-14-CP,MEAN,<4cm,1
IN-14-CP,MMEA,>4cm,0
IN-14-CP,MUSS,<4cm,0
IN-14-CP,MYCE,>4cm,0
IN-14-CP,OCUL,<4cm,0
IN-14-CP,OCUL,>4cm,0
IN-14-CP,ORBI,<4cm,0
IN-14-CP,ORBI,>4cm,0
IN-14-CP,PORI,<4cm,0
IN-14-CP,PORI,>4cm,1
IN-14-CP,SCOL,>4cm,0
IN-14-CP,SIDE,<4cm,54
IN-14-CP,SIDE,>4cm,9
IN-14-CP,SINT,<4cm,0
IN-14-CP,SINT,>4cm,1
IN-14-CP,SOLE,<4cm,0
IN-14-CP,SOLE,>4cm,3
IN-15-AR,ACER,<4cm,0
IN-15-AR,ACER,>4cm,0
IN-15-AR,AGAR,<4cm,0
IN-15-AR,AGAR,>4cm,0
IN-15-AR,DSTO,>4cm,0
IN-15-AR,EFAS,>4cm,0
IN-15-AR,FAVI,<4cm,2
IN-15-AR,FAVI,>4cm,1
IN-15-AR,HCUC,<4cm,0
IN-15-AR,HCUC,>4cm,0
IN-15-AR,MADR,<4cm,0
IN-15-AR,MADR,>4cm,0
IN-15-AR,MCAV,<4cm,1
IN-15-AR,MCAV,>4cm,0
IN-15-AR,MEAN,<4cm,1
IN-15-AR,MMEA,>4cm,0
IN-15-AR,MUSS,<4cm,0
IN-15-AR,MYCE,>4cm,0
IN-15-AR,OCUL,<4cm,0
IN-15-AR,OCUL,>4cm,0
IN-15-AR,ORBI,<4cm,0
IN-15-AR,ORBI,>4cm,0
IN-15-AR,PORI,<4cm,0
IN-15-AR,PORI,>4cm,10
IN-15-AR,SCOL,>4cm,0
IN-15-AR,SIDE,<4cm,24
IN-15-AR,SIDE,>4cm,2
IN-15-AR,SINT,<4cm,0
IN-15-AR,SINT,>4cm,0
IN-15-AR,SOLE,<4cm,0
IN-15-AR,SOLE,>4cm,1
IN-16-AR,ACER,<4cm,0
IN-16-AR,ACER,>4cm,0
IN-16-AR,AGAR,<4cm,0
IN-16-AR,AGAR,>4cm,0
IN-16-AR,DSTO,>4cm,0
IN-16-AR,EFAS,>4cm,0
IN-16-AR,FAVI,<4cm,5
IN-16-AR,FAVI,>4cm,2
IN-16-AR,HCUC,<4cm,0
IN-16-AR,HCUC,>4cm,0
IN-16-AR,MADR,<4cm,0
IN-16-AR,MADR,>4cm,0
IN-16-AR,MCAV,<4cm,0
IN-16-AR,MCAV,>4cm,0
IN-16-AR,MEAN,<4cm,0
IN-16-AR,MMEA,>4cm,0
IN-16-AR,MUSS,<4cm,0
IN-16-AR,MYCE,>4cm,0
IN-16-AR,OCUL,<4cm,0
IN-16-AR,OCUL,>4cm,0
IN-16-AR,ORBI,<4cm,0
IN-16-AR,ORBI,>4cm,0
IN-16-AR,PORI,<4cm,4
IN-16-AR,PORI,>4cm,4
IN-16-AR,SCOL,>4cm,0
IN-16-AR,SIDE,<4cm,34
IN-16-AR,SIDE,>4cm,3
IN-16-AR,SINT,<4cm,0
IN-16-AR,SINT,>4cm,0
IN-16-AR,SOLE,<4cm,0
IN-16-AR,SOLE,>4cm,0
IN-17-CP,ACER,<4cm,0
IN-17-CP,ACER,>4cm,0
IN-17-CP,AGAR,<4cm,0
IN-17-CP,AGAR,>4cm,0
IN-17-CP,DSTO,>4cm,1
IN-17-CP,EFAS,>4cm,0
IN-17-CP,FAVI,<4cm,0
IN-17-CP,FAVI,>4cm,0
IN-17-CP,HCUC,<4cm,0
IN-17-CP,HCUC,>4cm,0
IN-17-CP,MADR,<4cm,0
IN-17-CP,MADR,>4cm,0
IN-17-CP,MCAV,<4cm,0
IN-17-CP,MCAV,>4cm,0
IN-17-CP,MEAN,<4cm,0
IN-17-CP,MMEA,>4cm,0
IN-17-CP,MUSS,<4cm,0
IN-17-CP,MYCE,>4cm,0
IN-17-CP,OCUL,<4cm,0
IN-17-CP,OCUL,>4cm,0
IN-17-CP,ORBI,<4cm,0
IN-17-CP,ORBI,>4cm,0
IN-17-CP,PORI,<4cm,0
IN-17-CP,PORI,>4cm,3
IN-17-CP,SCOL,>4cm,0
IN-17-CP,SIDE,<4cm,21
IN-17-CP,SIDE,>4cm,7
IN-17-CP,SINT,<4cm,0
IN-17-CP,SINT,>4cm,1
IN-17-CP,SOLE,<4cm,0
IN-17-CP,SOLE,>4cm,0
IN-171-RR,ACER,<4cm,0
IN-171-RR,ACER,>4cm,46
IN-171-RR,AGAR,<4cm,0
IN-171-RR,AGAR,>4cm,0
IN-171-RR,DSTO,>4cm,0
IN-171-RR,EFAS,>4cm,0
IN-171-RR,FAVI,<4cm,0
IN-171-RR,FAVI,>4cm,1
IN-171-RR,HCUC,<4cm,0
IN-171-RR,HCUC,>4cm,0
IN-171-RR,MADR,<4cm,0
IN-171-RR,MADR,>4cm,0
IN-171-RR,MCAV,<4cm,0
IN-171-RR,MCAV,>4cm,0
IN-171-RR,MEAN,<4cm,0
IN-171-RR,MMEA,>4cm,0
IN-171-RR,MUSS,<4cm,0
IN-171-RR,MYCE,>4cm,0
IN-171-RR,OCUL,<4cm,0
IN-171-RR,OCUL,>4cm,0
IN-171-RR,ORBI,<4cm,0
IN-171-RR,ORBI,>4cm,0
IN-171-RR,PORI,<4cm,0
IN-171-RR,PORI,>4cm,5
IN-171-RR,SCOL,>4cm,0
IN-171-RR,SIDE,<4cm,0
IN-171-RR,SIDE,>4cm,0
IN-171-RR,SINT,<4cm,0
IN-171-RR,SINT,>4cm,0
IN-171-RR,SOLE,<4cm,0
IN-171-RR,SOLE,>4cm,0
IN-172-RR,ACER,<4cm,0
IN-172-RR,ACER,>4cm,0
IN-172-RR,AGAR,<4cm,0
IN-172-RR,AGAR,>4cm,0
IN-172-RR,DSTO,>4cm,0
IN-172-RR,EFAS,>4cm,0
IN-172-RR,FAVI,<4cm,0
IN-172-RR,FAVI,>4cm,2
IN-172-RR,HCUC,<4cm,0
IN-172-RR,HCUC,>4cm,0
IN-172-RR,MADR,<4cm,0
IN-172-RR,MADR,>4cm,0
IN-172-RR,MCAV,<4cm,0
IN-172-RR,MCAV,>4cm,0
IN-172-RR,MEAN,<4cm,0
IN-172-RR,MMEA,>4cm,0
IN-172-RR,MUSS,<4cm,0
IN-172-RR,MYCE,>4cm,0
IN-172-RR,OCUL,<4cm,0
IN-172-RR,OCUL,>4cm,0
IN-172-RR,ORBI,<4cm,0
IN-172-RR,ORBI,>4cm,0
IN-172-RR,PORI,<4cm,0
IN-172-RR,PORI,>4cm,9
IN-172-RR,SCOL,>4cm,0
IN-172-RR,SIDE,<4cm,12
IN-172-RR,SIDE,>4cm,1
IN-172-RR,SINT,<4cm,0
IN-172-RR,SINT,>4cm,0
IN-172-RR,SOLE,<4cm,0
IN-172-RR,SOLE,>4cm,0
IN-173-RR,ACER,<4cm,1
IN-173-RR,ACER,>4cm,4
IN-173-RR,AGAR,<4cm,0
IN-173-RR,AGAR,>4cm,0
IN-173-RR,DSTO,>4cm,2
IN-173-RR,EFAS,>4cm,0
IN-173-RR,FAVI,<4cm,0
IN-173-RR,FAVI,>4cm,3
IN-173-RR,HCUC,<4cm,0
IN-173-RR,HCUC,>4cm,0
IN-173-RR,MADR,<4cm,0
IN-173-RR,MADR,>4cm,0
IN-173-RR,MCAV,<4cm,0
IN-173-RR,MCAV,>4cm,1
IN-173-RR,MEAN,<4cm,1
IN-173-RR,MMEA,>4cm,0
IN-173-RR,MUSS,<4cm,0
IN-173-RR,MYCE,>4cm,0
IN-173-RR,OCUL,<4cm,0
IN-173-RR,OCUL,>4cm,0
IN-173-RR,ORBI,<4cm,0
IN-173-RR,ORBI,>4cm,0
IN-173-RR,PORI,<4cm,1
IN-173-RR,PORI,>4cm,13
IN-173-RR,SCOL,>4cm,0
IN-173-RR,SIDE,<4cm,9
IN-173-RR,SIDE,>4cm,4
IN-173-RR,SINT,<4cm,0
IN-173-RR,SINT,>4cm,0
IN-173-RR,SOLE,<4cm,0
IN-173-RR,SOLE,>4cm,0
IN-174-CP,ACER,<4cm,0
IN-174-CP,ACER,>4cm,0
IN-174-CP,AGAR,<4cm,0
IN-174-CP,AGAR,>4cm,0
IN-174-CP,DSTO,>4cm,0
IN-174-CP,EFAS,>4cm,0
IN-174-CP,FAVI,<4cm,0
IN-174-CP,FAVI,>4cm,0
IN-174-CP,HCUC,<4cm,0
IN-174-CP,HCUC,>4cm,0
IN-174-CP,MADR,<4cm,0
IN-174-CP,MADR,>4cm,0
IN-174-CP,MCAV,<4cm,0
IN-174-CP,MCAV,>4cm,0
IN-174-CP,MEAN,<4cm,1
IN-174-CP,MMEA,>4cm,0
IN-174-CP,MUSS,<4cm,0
IN-174-CP,MYCE,>4cm,0
IN-174-CP,OCUL,<4cm,0
IN-174-CP,OCUL,>4cm,0
IN-174-CP,ORBI,<4cm,0
IN-174-CP,ORBI,>4cm,0
IN-174-CP,PORI,<4cm,5
IN-174-CP,PORI,>4cm,12
IN-174-CP,SCOL,>4cm,0
IN-174-CP,SIDE,<4cm,35
IN-174-CP,SIDE,>4cm,8
IN-174-CP,SINT,<4cm,0
IN-174-CP,SINT,>4cm,3
IN-174-CP,SOLE,<4cm,0
IN-174-CP,SOLE,>4cm,0
IN-175-CP,ACER,<4cm,0
IN-175-CP,ACER,>4cm,0
IN-175-CP,AGAR,<4cm,0
IN-175-CP,AGAR,>4cm,1
IN-175-CP,DSTO,>4cm,1
IN-175-CP,EFAS,>4cm,0
IN-175-CP,FAVI,<4cm,0
IN-175-CP,FAVI,>4cm,0
IN-175-CP,HCUC,<4cm,0
IN-175-CP,HCUC,>4cm,0
IN-175-CP,MADR,<4cm,0
IN-175-CP,MADR,>4cm,0
IN-175-CP,MCAV,<4cm,0
IN-175-CP,MCAV,>4cm,2
IN-175-CP,MEAN,<4cm,0
IN-175-CP,MMEA,>4cm,0
IN-175-CP,MUSS,<4cm,0
IN-175-CP,MYCE,>4cm,0
IN-175-CP,OCUL,<4cm,0
IN-175-CP,OCUL,>4cm,0
IN-175-CP,ORBI,<4cm,0
IN-175-CP,ORBI,>4cm,0
IN-175-CP,PORI,<4cm,1
IN-175-CP,PORI,>4cm,1
IN-175-CP,SCOL,>4cm,0
IN-175-CP,SIDE,<4cm,19
IN-175-CP,SIDE,>4cm,2
IN-175-CP,SINT,<4cm,0
IN-175-CP,SINT,>4cm,9
IN-175-CP,SOLE,<4cm,0
IN-175-CP,SOLE,>4cm,4
IN-176-CP,ACER,<4cm,0
IN-176-CP,ACER,>4cm,0
IN-176-CP,AGAR,<4cm,0
IN-176-CP,AGAR,>4cm,0
IN-176-CP,DSTO,>4cm,0
IN-176-CP,EFAS,>4cm,0
IN-176-CP,FAVI,<4cm,0
IN-176-CP,FAVI,>4cm,0
IN-176-CP,HCUC,<4cm,0
IN-176-CP,HCUC,>4cm,0
IN-176-CP,MADR,<4cm,0
IN-176-CP,MADR,>4cm,0
IN-176-CP,MCAV,<4cm,0
IN-176-CP,MCAV,>4cm,0
IN-176-CP,MEAN,<4cm,0
IN-176-CP,MMEA,>4cm,0
IN-176-CP,MUSS,<4cm,0
IN-176-CP,MYCE,>4cm,0
IN-176-CP,OCUL,<4cm,0
IN-176-CP,OCUL,>4cm,0
IN-176-CP,ORBI,<4cm,0
IN-176-CP,ORBI,>4cm,0
IN-176-CP,PORI,<4cm,1
IN-176-CP,PORI,>4cm,2
IN-176-CP,SCOL,>4cm,0
IN-176-CP,SIDE,<4cm,20
IN-176-CP,SIDE,>4cm,6
IN-176-CP,SINT,<4cm,0
IN-176-CP,SINT,>4cm,3
IN-176-CP,SOLE,<4cm,0
IN-176-CP,SOLE,>4cm,1
IN-177-RR,ACER,<4cm,0
IN-177-RR,ACER,>4cm,0
IN-177-RR,AGAR,<4cm,0
IN-177-RR,AGAR,>4cm,0
IN-177-RR,DSTO,>4cm,0
IN-177-RR,EFAS,>4cm,0
IN-177-RR,FAVI,<4cm,0
IN-177-RR,FAVI,>4cm,0
IN-177-RR,HCUC,<4cm,0
IN-177-RR,HCUC,>4cm,0
IN-177-RR,MADR,<4cm,0
IN-177-RR,MADR,>4cm,0
IN-177-RR,MCAV,<4cm,0
IN-177-RR,MCAV,>4cm,0
IN-177-RR,MEAN,<4cm,0
IN-177-RR,MMEA,>4cm,0
IN-177-RR,MUSS,<4cm,0
IN-177-RR,MYCE,>4cm,0
IN-177-RR,OCUL,<4cm,0
IN-177-RR,OCUL,>4cm,0
IN-177-RR,ORBI,<4cm,0
IN-177-RR,ORBI,>4cm,0
IN-177-RR,PORI,<4cm,0
IN-177-RR,PORI,>4cm,0
IN-177-RR,SCOL,>4cm,0
IN-177-RR,SIDE,<4cm,1
IN-177-RR,SIDE,>4cm,6
IN-177-RR,SINT,<4cm,1
IN-177-RR,SINT,>4cm,1
IN-177-RR,SOLE,<4cm,0
IN-177-RR,SOLE,>4cm,0
IN-178-LR,ACER,<4cm,0
IN-178-LR,ACER,>4cm,0
IN-178-LR,AGAR,<4cm,0
IN-178-LR,AGAR,>4cm,0
IN-178-LR,DSTO,>4cm,0
IN-178-LR,EFAS,>4cm,0
IN-178-LR,FAVI,<4cm,1
IN-178-LR,FAVI,>4cm,2
IN-178-LR,HCUC,<4cm,0
IN-178-LR,HCUC,>4cm,0
IN-178-LR,MADR,<4cm,0
IN-178-LR,MADR,>4cm,0
IN-178-LR,MCAV,<4cm,0
IN-178-LR,MCAV,>4cm,2
IN-178-LR,MEAN,<4cm,1
IN-178-LR,MMEA,>4cm,0
IN-178-LR,MUSS,<4cm,0
IN-178-LR,MYCE,>4cm,0
IN-178-LR,OCUL,<4cm,0
IN-178-LR,OCUL,>4cm,0
IN-178-LR,ORBI,<4cm,0
IN-178-LR,ORBI,>4cm,0
IN-178-LR,PORI,<4cm,1
IN-178-LR,PORI,>4cm,3
IN-178-LR,SCOL,>4cm,0
IN-178-LR,SIDE,<4cm,16
IN-178-LR,SIDE,>4cm,10
IN-178-LR,SINT,<4cm,0
IN-178-LR,SINT,>4cm,8
IN-178-LR,SOLE,<4cm,0
IN-178-LR,SOLE,>4cm,1
IN-179-LR,ACER,<4cm,0
IN-179-LR,ACER,>4cm,0
IN-179-LR,AGAR,<4cm,0
IN-179-LR,AGAR,>4cm,0
IN-179-LR,DSTO,>4cm,0
IN-179-LR,EFAS,>4cm,0
IN-179-LR,FAVI,<4cm,0
IN-179-LR,FAVI,>4cm,0
IN-179-LR,HCUC,<4cm,0
IN-179-LR,HCUC,>4cm,0
IN-179-LR,MADR,<4cm,0
IN-179-LR,MADR,>4cm,0
IN-179-LR,MCAV,<4cm,3
IN-179-LR,MCAV,>4cm,2
IN-179-LR,MEAN,<4cm,0
IN-179-LR,MMEA,>4cm,0
IN-179-LR,MUSS,<4cm,0
IN-179-LR,MYCE,>4cm,0
IN-179-LR,OCUL,<4cm,0
IN-179-LR,OCUL,>4cm,0
IN-179-LR,ORBI,<4cm,0
IN-179-LR,ORBI,>4cm,0
IN-179-LR,PORI,<4cm,0
IN-179-LR,PORI,>4cm,0
IN-179-LR,SCOL,>4cm,0
IN-179-LR,SIDE,<4cm,10
IN-179-LR,SIDE,>4cm,3
IN-179-LR,SINT,<4cm,4
IN-179-LR,SINT,>4cm,10
IN-179-LR,SOLE,<4cm,0
IN-179-LR,SOLE,>4cm,0
IN-18-CP,ACER,<4cm,0
IN-18-CP,ACER,>4cm,0
IN-18-CP,AGAR,<4cm,0
IN-18-CP,AGAR,>4cm,0
IN-18-CP,DSTO,>4cm,0
IN-18-CP,EFAS,>4cm,0
IN-18-CP,FAVI,<4cm,1
IN-18-CP,FAVI,>4cm,0
IN-18-CP,HCUC,<4cm,0
IN-18-CP,HCUC,>4cm,0
IN-18-CP,MADR,<4cm,0
IN-18-CP,MADR,>4cm,0
IN-18-CP,MCAV,<4cm,0
IN-18-CP,MCAV,>4cm,0
IN-18-CP,MEAN,<4cm,1
IN-18-CP,MMEA,>4cm,0
IN-18-CP,MUSS,<4cm,0
IN-18-CP,MYCE,>4cm,0
IN-18-CP,OCUL,<4cm,0
IN-18-CP,OCUL,>4cm,0
IN-18-CP,ORBI,<4cm,0
IN-18-CP,ORBI,>4cm,0
IN-18-CP,PORI,<4cm,1
IN-18-CP,PORI,>4cm,3
IN-18-CP,SCOL,>4cm,0
IN-18-CP,SIDE,<4cm,9
IN-18-CP,SIDE,>4cm,2
IN-18-CP,SINT,<4cm,0
IN-18-CP,SINT,>4cm,0
IN-18-CP,SOLE,<4cm,0
IN-18-CP,SOLE,>4cm,0
IN-180-LR,ACER,<4cm,0
IN-180-LR,ACER,>4cm,0
IN-180-LR,AGAR,<4cm,0
IN-180-LR,AGAR,>4cm,0
IN-180-LR,DSTO,>4cm,0
IN-180-LR,EFAS,>4cm,0
IN-180-LR,FAVI,<4cm,0
IN-180-LR,FAVI,>4cm,2
IN-180-LR,HCUC,<4cm,0
IN-180-LR,HCUC,>4cm,0
IN-180-LR,MADR,<4cm,0
IN-180-LR,MADR,>4cm,0
IN-180-LR,MCAV,<4cm,6
IN-180-LR,MCAV,>4cm,3
IN-180-LR,MEAN,<4cm,0
IN-180-LR,MMEA,>4cm,0
IN-180-LR,MUSS,<4cm,0
IN-180-LR,MYCE,>4cm,0
IN-180-LR,OCUL,<4cm,0
IN-180-LR,OCUL,>4cm,0
IN-180-LR,ORBI,<4cm,0
IN-180-LR,ORBI,>4cm,0
IN-180-LR,PORI,<4cm,0
IN-180-LR,PORI,>4cm,2
IN-180-LR,SCOL,>4cm,0
IN-180-LR,SIDE,<4cm,29
IN-180-LR,SIDE,>4cm,7
IN-180-LR,SINT,<4cm,0
IN-180-LR,SINT,>4cm,12
IN-180-LR,SOLE,<4cm,0
IN-180-LR,SOLE,>4cm,0
IN-19-CP,ACER,<4cm,0
IN-19-CP,ACER,>4cm,0
IN-19-CP,AGAR,<4cm,0
IN-19-CP,AGAR,>4cm,0
IN-19-CP,DSTO,>4cm,0
IN-19-CP,EFAS,>4cm,0
IN-19-CP,FAVI,<4cm,0
IN-19-CP,FAVI,>4cm,0
IN-19-CP,HCUC,<4cm,0
IN-19-CP,HCUC,>4cm,0
IN-19-CP,MADR,<4cm,0
IN-19-CP,MADR,>4cm,0
IN-19-CP,MCAV,<4cm,5
IN-19-CP,MCAV,>4cm,2
IN-19-CP,MEAN,<4cm,1
IN-19-CP,MMEA,>4cm,0
IN-19-CP,MUSS,<4cm,0
IN-19-CP,MYCE,>4cm,0
IN-19-CP,OCUL,<4cm,0
IN-19-CP,OCUL,>4cm,0
IN-19-CP,ORBI,<4cm,0
IN-19-CP,ORBI,>4cm,0
IN-19-CP,PORI,<4cm,0
IN-19-CP,PORI,>4cm,1
IN-19-CP,SCOL,>4cm,0
IN-19-CP,SIDE,<4cm,18
IN-19-CP,SIDE,>4cm,7
IN-19-CP,SINT,<4cm,3
IN-19-CP,SINT,>4cm,2
IN-19-CP,SOLE,<4cm,0
IN-19-CP,SOLE,>4cm,0
IN-193-CP,ACER,<4cm,0
IN-193-CP,ACER,>4cm,0
IN-193-CP,AGAR,<4cm,0
IN-193-CP,AGAR,>4cm,0
IN-193-CP,DSTO,>4cm,0
IN-193-CP,EFAS,>4cm,0
IN-193-CP,FAVI,<4cm,0
IN-193-CP,FAVI,>4cm,0
IN-193-CP,HCUC,<4cm,0
IN-193-CP,HCUC,>4cm,0
IN-193-CP,MADR,<4cm,0
IN-193-CP,MADR,>4cm,0
IN-193-CP,MCAV,<4cm,0
IN-193-CP,MCAV,>4cm,0
IN-193-CP,MEAN,<4cm,0
IN-193-CP,MMEA,>4cm,0
IN-193-CP,MUSS,<4cm,0
IN-193-CP,MYCE,>4cm,0
IN-193-CP,OCUL,<4cm,0
IN-193-CP,OCUL,>4cm,0
IN-193-CP,ORBI,<4cm,0
IN-193-CP,ORBI,>4cm,0
IN-193-CP,PORI,<4cm,2
IN-193-CP,PORI,>4cm,3
IN-193-CP,SCOL,>4cm,0
IN-193-CP,SIDE,<4cm,31
IN-193-CP,SIDE,>4cm,16
IN-193-CP,SINT,<4cm,0
IN-193-CP,SINT,>4cm,0
IN-193-CP,SOLE,<4cm,0
IN-193-CP,SOLE,>4cm,0
IN-194-CP,ACER,<4cm,0
IN-194-CP,ACER,>4cm,0
IN-194-CP,AGAR,<4cm,0
IN-194-CP,AGAR,>4cm,0
IN-194-CP,DSTO,>4cm,0
IN-194-CP,EFAS,>4cm,0
IN-194-CP,FAVI,<4cm,0
IN-194-CP,FAVI,>4cm,4
IN-194-CP,HCUC,<4cm,0
IN-194-CP,HCUC,>4cm,0
IN-194-CP,MADR,<4cm,0
IN-194-CP,MADR,>4cm,0
IN-194-CP,MCAV,<4cm,0
IN-194-CP,MCAV,>4cm,0
IN-194-CP,MEAN,<4cm,0
IN-194-CP,MMEA,>4cm,0
IN-194-CP,MUSS,<4cm,0
IN-194-CP,MYCE,>4cm,0
IN-194-CP,OCUL,<4cm,0
IN-194-CP,OCUL,>4cm,0
IN-194-CP,ORBI,<4cm,0
IN-194-CP,ORBI,>4cm,0
IN-194-CP,PORI,<4cm,0
IN-194-CP,PORI,>4cm,2
IN-194-CP,SCOL,>4cm,0
IN-194-CP,SIDE,<4cm,4
IN-194-CP,SIDE,>4cm,0
IN-194-CP,SINT,<4cm,0
IN-194-CP,SINT,>4cm,0
IN-194-CP,SOLE,<4cm,0
IN-194-CP,SOLE,>4cm,0
IN-195-RR,ACER,<4cm,0
IN-195-RR,ACER,>4cm,7
IN-195-RR,AGAR,<4cm,0
IN-195-RR,AGAR,>4cm,0
IN-195-RR,DSTO,>4cm,0
IN-195-RR,EFAS,>4cm,0
IN-195-RR,FAVI,<4cm,0
IN-195-RR,FAVI,>4cm,1
IN-195-RR,HCUC,<4cm,0
IN-195-RR,HCUC,>4cm,0
IN-195-RR,MADR,<4cm,0
IN-195-RR,MADR,>4cm,0
IN-195-RR,MCAV,<4cm,0
IN-195-RR,MCAV,>4cm,0
IN-195-RR,MEAN,<4cm,0
IN-195-RR,MMEA,>4cm,0
IN-195-RR,MUSS,<4cm,0
IN-195-RR,MYCE,>4cm,0
IN-195-RR,OCUL,<4cm,0
IN-195-RR,OCUL,>4cm,0
IN-195-RR,ORBI,<4cm,0
IN-195-RR,ORBI,>4cm,0
IN-195-RR,PORI,<4cm,1
IN-195-RR,PORI,>4cm,8
IN-195-RR,SCOL,>4cm,0
IN-195-RR,SIDE,<4cm,2
IN-195-RR,SIDE,>4cm,3
IN-195-RR,SINT,<4cm,0
IN-195-RR,SINT,>4cm,0
IN-195-RR,SOLE,<4cm,0
IN-195-RR,SOLE,>4cm,0
IN-2-AR,ACER,<4cm,0
IN-2-AR,ACER,>4cm,0
IN-2-AR,AGAR,<4cm,0
IN-2-AR,AGAR,>4cm,0
IN-2-AR,DSTO,>4cm,0
IN-2-AR,EFAS,>4cm,0
IN-2-AR,FAVI,<4cm,0
IN-2-AR,FAVI,>4cm,0
IN-2-AR,HCUC,<4cm,0
IN-2-AR,HCUC,>4cm,0
IN-2-AR,MADR,<4cm,0
IN-2-AR,MADR,>4cm,0
IN-2-AR,MCAV,<4cm,0
IN-2-AR,MCAV,>4cm,0
IN-2-AR,MEAN,<4cm,0
IN-2-AR,MMEA,>4cm,0
IN-2-AR,MUSS,<4cm,0
IN-2-AR,MYCE,>4cm,0
IN-2-AR,OCUL,<4cm,0
IN-2-AR,OCUL,>4cm,0
IN-2-AR,ORBI,<4cm,0
