site,taxon,class,n
IN-100-CP,AAGA,<4cm,0
IN-100-CP,AAGA,>4cm,0
IN-100-CP,ACER,<4cm,0
IN-100-CP,ACER,>4cm,0
IN-100-CP,AFRA,<4cm,0
IN-100-CP,AFRA,>4cm,0
IN-100-CP,AGAR,<4cm,0
IN-100-CP,AGAR,>4cm,0
IN-100-CP,AHUM,<4cm,0
IN-100-CP,AHUM,>4cm,0
IN-100-CP,ALAM,<4cm,0
IN-100-CP,ALAM,>4cm,0
IN-100-CP,CNAT,<4cm,0
IN-100-CP,CNAT,>4cm,0
IN-100-CP,DLAB,<4cm,0
IN-100-CP,DLAB,>4cm,0
IN-100-CP,DSTO,<4cm,3
IN-100-CP,DSTO,>4cm,1
IN-100-CP,EFAS,<4cm,0
IN-100-CP,EFAS,>4cm,0
IN-100-CP,HCUC,<4cm,0
IN-100-CP,HCUC,>4cm,0
IN-100-CP,MADR,<4cm,0
IN-100-CP,MADR,>4cm,0
IN-100-CP,MALI,<4cm,0
IN-100-CP,MALI,>4cm,0
IN-100-CP,MARE,<4cm,0
IN-100-CP,MARE,>4cm,0
IN-100-CP,MCAV,<4cm,2
IN-100-CP,MCAV,>4cm,2
IN-100-CP,MDEC,<4cm,0
IN-100-CP,MDEC,>4cm,0
IN-100-CP,MLAM,<4cm,0
IN-100-CP,MLAM,>4cm,0
IN-100-CP,MMEA,<4cm,0
IN-100-CP,MMEA,>4cm,0
IN-100-CP,MPHA,<4cm,0
IN-100-CP,MPHA,>4cm,0
IN-100-CP,MYCE,<4cm,0
IN-100-CP,MYCE,>4cm,0
IN-100-CP,OANN,<4cm,0
IN-100-CP,OANN,>4cm,0
IN-100-CP,ODIF,<4cm,0
IN-100-CP,ODIF,>4cm,0
IN-100-CP,OFAV,<4cm,0
IN-100-CP,OFAV,>4cm,0
IN-100-CP,PAST,<4cm,1
IN-100-CP,PAST,>4cm,0
IN-100-CP,PCLI,<4cm,0
IN-100-CP,PCLI,>4cm,0
IN-100-CP,PFUR,<4cm,0
IN-100-CP,PFUR,>4cm,0
IN-100-CP,PPOR,<4cm,0
IN-100-CP,PPOR,>4cm,0
IN-100-CP,PSTR,<4cm,1
IN-100-CP,PSTR,>4cm,0
IN-100-CP,SBOU,<4cm,0
IN-100-CP,SBOU,>4cm,1
IN-100-CP,SCOL,<4cm,0
IN-100-CP,SCOL,>4cm,0
IN-100-CP,SCUB,<4cm,0
IN-100-CP,SCUB,>4cm,0
IN-100-CP,SIDE,<4cm,112
IN-100-CP,SIDE,>4cm,4
IN-100-CP,SINT,<4cm,3
IN-100-CP,SINT,>4cm,2
IN-100-CP,SRAD,<4cm,0
IN-100-CP,SRAD,>4cm,0
IN-100-CP,SSID,<4cm,0
IN-100-CP,SSID,>4cm,0
IN-101-CP,AAGA,<4cm,0
IN-101-CP,AAGA,>4cm,0
IN-101-CP,ACER,<4cm,0
IN-101-CP,ACER,>4cm,0
IN-101-CP,AFRA,<4cm,0
IN-101-CP,AFRA,>4cm,0
IN-101-CP,AGAR,<4cm,0
IN-101-CP,AGAR,>4cm,0
IN-101-CP,AHUM,<4cm,0
IN-101-CP,AHUM,>4cm,0
IN-101-CP,ALAM,<4cm,0
IN-101-CP,ALAM,>4cm,0
IN-101-CP,CNAT,<4cm,0
IN-101-CP,CNAT,>4cm,0
IN-101-CP,DLAB,<4cm,0
IN-101-CP,DLAB,>4cm,0
IN-101-CP,DSTO,<4cm,1
IN-101-CP,DSTO,>4cm,1
IN-101-CP,EFAS,<4cm,0
IN-101-CP,EFAS,>4cm,0
IN-101-CP,HCUC,<4cm,0
IN-101-CP,HCUC,>4cm,0
IN-101-CP,MADR,<4cm,0
IN-101-CP,MADR,>4cm,0
IN-101-CP,MALI,<4cm,0
IN-101-CP,MALI,>4cm,0
IN-101-CP,MARE,<4cm,0
IN-101-CP,MARE,>4cm,0
IN-101-CP,MCAV,<4cm,4
IN-101-CP,MCAV,>4cm,1
IN-101-CP,MDEC,<4cm,0
IN-101-CP,MDEC,>4cm,0
IN-101-CP,MLAM,<4cm,0
IN-101-CP,MLAM,>4cm,0
IN-101-CP,MMEA,<4cm,0
IN-101-CP,MMEA,>4cm,0
IN-101-CP,MPHA,<4cm,0
IN-101-CP,MPHA,>4cm,0
IN-101-CP,MYCE,<4cm,0
IN-101-CP,MYCE,>4cm,0
IN-101-CP,OANN,<4cm,0
IN-101-CP,OANN,>4cm,0
IN-101-CP,ODIF,<4cm,0
IN-101-CP,ODIF,>4cm,0
IN-101-CP,OFAV,<4cm,0
IN-101-CP,OFAV,>4cm,0
IN-101-CP,PAST,<4cm,0
IN-101-CP,PAST,>4cm,0
IN-101-CP,PCLI,<4cm,0
IN-101-CP,PCLI,>4cm,0
IN-101-CP,PFUR,<4cm,0
IN-101-CP,PFUR,>4cm,0
IN-101-CP,PPOR,<4cm,0
IN-101-CP,PPOR,>4cm,0
IN-101-CP,PSTR,<4cm,0
IN-101-CP,PSTR,>4cm,0
IN-101-CP,SBOU,<4cm,0
IN-101-CP,SBOU,>4cm,0
IN-101-CP,SCOL,<4cm,0
IN-101-CP,SCOL,>4cm,0
IN-101-CP,SCUB,<4cm,0
IN-101-CP,SCUB,>4cm,0
IN-101-CP,SIDE,<4cm,47
IN-101-CP,SIDE,>4cm,0
IN-101-CP,SINT,<4cm,1
IN-101-CP,SINT,>4cm,5
IN-101-CP,SRAD,<4cm,0
IN-101-CP,SRAD,>4cm,0
IN-101-CP,SSID,<4cm,0
IN-101-CP,SSID,>4cm,0
IN-102-CP,AAGA,<4cm,0
IN-102-CP,AAGA,>4cm,0
IN-102-CP,ACER,<4cm,0
IN-102-CP,ACER,>4cm,0
IN-102-CP,AFRA,<4cm,0
IN-102-CP,AFRA,>4cm,0
IN-102-CP,AGAR,<4cm,0
IN-102-CP,AGAR,>4cm,0
IN-102-CP,AHUM,<4cm,0
IN-102-CP,AHUM,>4cm,0
IN-102-CP,ALAM,<4cm,0
IN-102-CP,ALAM,>4cm,0
IN-102-CP,CNAT,<4cm,0
IN-102-CP,CNAT,>4cm,0
IN-102-CP,DLAB,<4cm,0
IN-102-CP,DLAB,>4cm,0
IN-102-CP,DSTO,<4cm,1
IN-102-CP,DSTO,>4cm,2
IN-102-CP,EFAS,<4cm,0
IN-102-CP,EFAS,>4cm,0
IN-102-CP,HCUC,<4cm,0
IN-102-CP,HCUC,>4cm,0
IN-102-CP,MADR,<4cm,0
IN-102-CP,MADR,>4cm,0
IN-102-CP,MALI,<4cm,0
IN-102-CP,MALI,>4cm,0
IN-102-CP,MARE,<4cm,0
IN-102-CP,MARE,>4cm,0
IN-102-CP,MCAV,<4cm,1
IN-102-CP,MCAV,>4cm,1
IN-102-CP,MDEC,<4cm,0
IN-102-CP,MDEC,>4cm,0
IN-102-CP,MLAM,<4cm,0
IN-102-CP,MLAM,>4cm,0
IN-102-CP,MMEA,<4cm,0
IN-102-CP,MMEA,>4cm,0
IN-102-CP,MPHA,<4cm,0
IN-102-CP,MPHA,>4cm,0
IN-102-CP,MYCE,<4cm,0
IN-102-CP,MYCE,>4cm,0
IN-102-CP,OANN,<4cm,0
IN-102-CP,OANN,>4cm,0
IN-102-CP,ODIF,<4cm,0
IN-102-CP,ODIF,>4cm,0
IN-102-CP,OFAV,<4cm,0
IN-102-CP,OFAV,>4cm,0
IN-102-CP,PAST,<4cm,1
IN-102-CP,PAST,>4cm,0
IN-102-CP,PCLI,<4cm,0
IN-102-CP,PCLI,>4cm,0
IN-102-CP,PFUR,<4cm,0
IN-102-CP,PFUR,>4cm,0
IN-102-CP,PPOR,<4cm,0
IN-102-CP,PPOR,>4cm,0
IN-102-CP,PSTR,<4cm,0
IN-102-CP,PSTR,>4cm,0
IN-102-CP,SBOU,<4cm,0
IN-102-CP,SBOU,>4cm,1
IN-102-CP,SCOL,<4cm,0
IN-102-CP,SCOL,>4cm,0
IN-102-CP,SCUB,<4cm,0
IN-102-CP,SCUB,>4cm,0
IN-102-CP,SIDE,<4cm,40
IN-102-CP,SIDE,>4cm,0
IN-102-CP,SINT,<4cm,0
IN-102-CP,SINT,>4cm,1
IN-102-CP,SRAD,<4cm,0
IN-102-CP,SRAD,>4cm,0
IN-102-CP,SSID,<4cm,0
IN-102-CP,SSID,>4cm,1
IN-103-AR,AAGA,<4cm,0
IN-103-AR,AAGA,>4cm,0
IN-103-AR,ACER,<4cm,0
IN-103-AR,ACER,>4cm,0
IN-103-AR,AFRA,<4cm,0
IN-103-AR,AFRA,>4cm,0
IN-103-AR,AGAR,<4cm,0
IN-103-AR,AGAR,>4cm,0
IN-103-AR,AHUM,<4cm,0
IN-103-AR,AHUM,>4cm,0
IN-103-AR,ALAM,<4cm,0
IN-103-AR,ALAM,>4cm,0
IN-103-AR,CNAT,<4cm,0
IN-103-AR,CNAT,>4cm,0
IN-103-AR,DLAB,<4cm,0
IN-103-AR,DLAB,>4cm,0
IN-103-AR,DSTO,<4cm,3
IN-103-AR,DSTO,>4cm,0
IN-103-AR,EFAS,<4cm,0
IN-103-AR,EFAS,>4cm,0
IN-103-AR,HCUC,<4cm,0
IN-103-AR,HCUC,>4cm,0
IN-103-AR,MADR,<4cm,0
IN-103-AR,MADR,>4cm,0
IN-103-AR,MALI,<4cm,0
IN-103-AR,MALI,>4cm,0
IN-103-AR,MARE,<4cm,0
IN-103-AR,MARE,>4cm,0
IN-103-AR,MCAV,<4cm,7
IN-103-AR,MCAV,>4cm,0
IN-103-AR,MDEC,<4cm,0
IN-103-AR,MDEC,>4cm,0
IN-103-AR,MLAM,<4cm,0
IN-103-AR,MLAM,>4cm,0
IN-103-AR,MMEA,<4cm,0
IN-103-AR,MMEA,>4cm,0
IN-103-AR,MPHA,<4cm,0
IN-103-AR,MPHA,>4cm,0
IN-103-AR,MYCE,<4cm,0
IN-103-AR,MYCE,>4cm,0
IN-103-AR,OANN,<4cm,0
IN-103-AR,OANN,>4cm,0
IN-103-AR,ODIF,<4cm,0
IN-103-AR,ODIF,>4cm,0
IN-103-AR,OFAV,<4cm,0
IN-103-AR,OFAV,>4cm,0
IN-103-AR,PAST,<4cm,0
IN-103-AR,PAST,>4cm,3
IN-103-AR,PCLI,<4cm,0
IN-103-AR,PCLI,>4cm,0
IN-103-AR,PFUR,<4cm,0
IN-103-AR,PFUR,>4cm,0
IN-103-AR,PPOR,<4cm,0
IN-103-AR,PPOR,>4cm,1
IN-103-AR,PSTR,<4cm,2
IN-103-AR,PSTR,>4cm,0
IN-103-AR,SBOU,<4cm,0
IN-103-AR,SBOU,>4cm,0
IN-103-AR,SCOL,<4cm,0
IN-103-AR,SCOL,>4cm,0
IN-103-AR,SCUB,<4cm,0
IN-103-AR,SCUB,>4cm,0
IN-103-AR,SIDE,<4cm,25
IN-103-AR,SIDE,>4cm,0
IN-103-AR,SINT,<4cm,0
IN-103-AR,SINT,>4cm,2
IN-103-AR,SRAD,<4cm,0
IN-103-AR,SRAD,>4cm,4
IN-103-AR,SSID,<4cm,0
IN-103-AR,SSID,>4cm,4
IN-104-CP,AAGA,<4cm,0
IN-104-CP,AAGA,>4cm,0
IN-104-CP,ACER,<4cm,0
IN-104-CP,ACER,>4cm,0
IN-104-CP,AFRA,<4cm,0
IN-104-CP,AFRA,>4cm,0
IN-104-CP,AGAR,<4cm,0
IN-104-CP,AGAR,>4cm,0
IN-104-CP,AHUM,<4cm,0
IN-104-CP,AHUM,>4cm,0
IN-104-CP,ALAM,<4cm,0
IN-104-CP,ALAM,>4cm,0
IN-104-CP,CNAT,<4cm,0
IN-104-CP,CNAT,>4cm,0
IN-104-CP,DLAB,<4cm,0
IN-104-CP,DLAB,>4cm,0
IN-104-CP,DSTO,<4cm,1
IN-104-CP,DSTO,>4cm,1
IN-104-CP,EFAS,<4cm,0
IN-104-CP,EFAS,>4cm,0
IN-104-CP,HCUC,<4cm,0
IN-104-CP,HCUC,>4cm,0
IN-104-CP,MADR,<4cm,0
IN-104-CP,MADR,>4cm,0
IN-104-CP,MALI,<4cm,0
IN-104-CP,MALI,>4cm,0
IN-104-CP,MARE,<4cm,0
IN-104-CP,MARE,>4cm,0
IN-104-CP,MCAV,<4cm,3
IN-104-CP,MCAV,>4cm,1
IN-104-CP,MDEC,<4cm,0
IN-104-CP,MDEC,>4cm,0
IN-104-CP,MLAM,<4cm,0
IN-104-CP,MLAM,>4cm,0
IN-104-CP,MMEA,<4cm,0
IN-104-CP,MMEA,>4cm,0
IN-104-CP,MPHA,<4cm,0
IN-104-CP,MPHA,>4cm,0
IN-104-CP,MYCE,<4cm,0
IN-104-CP,MYCE,>4cm,0
IN-104-CP,OANN,<4cm,0
IN-104-CP,OANN,>4cm,0
IN-104-CP,ODIF,<4cm,0
IN-104-CP,ODIF,>4cm,0
IN-104-CP,OFAV,<4cm,0
IN-104-CP,OFAV,>4cm,0
IN-104-CP,PAST,<4cm,0
IN-104-CP,PAST,>4cm,4
IN-104-CP,PCLI,<4cm,0
IN-104-CP,PCLI,>4cm,0
IN-104-CP,PFUR,<4cm,0
IN-104-CP,PFUR,>4cm,0
IN-104-CP,PPOR,<4cm,0
IN-104-CP,PPOR,>4cm,0
IN-104-CP,PSTR,<4cm,0
IN-104-CP,PSTR,>4cm,0
IN-104-CP,SBOU,<4cm,0
IN-104-CP,SBOU,>4cm,1
IN-104-CP,SCOL,<4cm,0
IN-104-CP,SCOL,>4cm,0
IN-104-CP,SCUB,<4cm,0
IN-104-CP,SCUB,>4cm,0
IN-104-CP,SIDE,<4cm,33
IN-104-CP,SIDE,>4cm,2
IN-104-CP,SINT,<4cm,0
IN-104-CP,SINT,>4cm,2
IN-104-CP,SRAD,<4cm,0
IN-104-CP,SRAD,>4cm,0
IN-104-CP,SSID,<4cm,0
IN-104-CP,SSID,>4cm,1
IN-105-AR,AAGA,<4cm,0
IN-105-AR,AAGA,>4cm,0
IN-105-AR,ACER,<4cm,0
IN-105-AR,ACER,>4cm,0
IN-105-AR,AFRA,<4cm,0
IN-105-AR,AFRA,>4cm,0
IN-105-AR,AGAR,<4cm,0
IN-105-AR,AGAR,>4cm,0
IN-105-AR,AHUM,<4cm,0
IN-105-AR,AHUM,>4cm,0
IN-105-AR,ALAM,<4cm,0
IN-105-AR,ALAM,>4cm,0
IN-105-AR,CNAT,<4cm,0
IN-105-AR,CNAT,>4cm,0
IN-105-AR,DLAB,<4cm,0
IN-105-AR,DLAB,>4cm,0
IN-105-AR,DSTO,<4cm,2
IN-105-AR,DSTO,>4cm,0
IN-105-AR,EFAS,<4cm,0
IN-105-AR,EFAS,>4cm,0
IN-105-AR,HCUC,<4cm,0
IN-105-AR,HCUC,>4cm,0
IN-105-AR,MADR,<4cm,0
IN-105-AR,MADR,>4cm,0
IN-105-AR,MALI,<4cm,0
IN-105-AR,MALI,>4cm,0
IN-105-AR,MARE,<4cm,0
IN-105-AR,MARE,>4cm,0
IN-105-AR,MCAV,<4cm,6
IN-105-AR,MCAV,>4cm,0
IN-105-AR,MDEC,<4cm,0
IN-105-AR,MDEC,>4cm,0
IN-105-AR,MLAM,<4cm,0
IN-105-AR,MLAM,>4cm,0
IN-105-AR,MMEA,<4cm,0
IN-105-AR,MMEA,>4cm,0
IN-105-AR,MPHA,<4cm,0
IN-105-AR,MPHA,>4cm,0
IN-105-AR,MYCE,<4cm,0
IN-105-AR,MYCE,>4cm,0
IN-105-AR,OANN,<4cm,0
IN-105-AR,OANN,>4cm,0
IN-105-AR,ODIF,<4cm,0
IN-105-AR,ODIF,>4cm,0
IN-105-AR,OFAV,<4cm,0
IN-105-AR,OFAV,>4cm,0
IN-105-AR,PAST,<4cm,4
IN-105-AR,PAST,>4cm,9
IN-105-AR,PCLI,<4cm,0
IN-105-AR,PCLI,>4cm,0
IN-105-AR,PFUR,<4cm,0
IN-105-AR,PFUR,>4cm,0
IN-105-AR,PPOR,<4cm,0
IN-105-AR,PPOR,>4cm,2
IN-105-AR,PSTR,<4cm,0
IN-105-AR,PSTR,>4cm,1
IN-105-AR,SBOU,<4cm,1
IN-105-AR,SBOU,>4cm,0
IN-105-AR,SCOL,<4cm,0
IN-105-AR,SCOL,>4cm,0
IN-105-AR,SCUB,<4cm,0
IN-105-AR,SCUB,>4cm,0
IN-105-AR,SIDE,<4cm,37
IN-105-AR,SIDE,>4cm,0
IN-105-AR,SINT,<4cm,0
IN-105-AR,SINT,>4cm,1
IN-105-AR,SRAD,<4cm,0
IN-105-AR,SRAD,>4cm,2
IN-105-AR,SSID,<4cm,0
IN-105-AR,SSID,>4cm,12
IN-106-AR,AAGA,<4cm,0
IN-106-AR,AAGA,>4cm,0
IN-106-AR,ACER,<4cm,0
IN-106-AR,ACER,>4cm,0
IN-106-AR,AFRA,<4cm,0
IN-106-AR,AFRA,>4cm,0
IN-106-AR,AGAR,<4cm,0
IN-106-AR,AGAR,>4cm,0
IN-106-AR,AHUM,<4cm,0
IN-106-AR,AHUM,>4cm,0
IN-106-AR,ALAM,<4cm,0
IN-106-AR,ALAM,>4cm,0
IN-106-AR,CNAT,<4cm,0
IN-106-AR,CNAT,>4cm,0
IN-106-AR,DLAB,<4cm,0
IN-106-AR,DLAB,>4cm,0
IN-106-AR,DSTO,<4cm,0
IN-106-AR,DSTO,>4cm,2
IN-106-AR,EFAS,<4cm,0
IN-106-AR,EFAS,>4cm,0
IN-106-AR,HCUC,<4cm,0
IN-106-AR,HCUC,>4cm,0
IN-106-AR,MADR,<4cm,0
IN-106-AR,MADR,>4cm,0
IN-106-AR,MALI,<4cm,0
IN-106-AR,MALI,>4cm,0
IN-106-AR,MARE,<4cm,0
IN-106-AR,MARE,>4cm,0
IN-106-AR,MCAV,<4cm,3
IN-106-AR,MCAV,>4cm,0
IN-106-AR,MDEC,<4cm,0
IN-106-AR,MDEC,>4cm,0
IN-106-AR,MLAM,<4cm,0
IN-106-AR,MLAM,>4cm,0
IN-106-AR,MMEA,<4cm,2
IN-106-AR,MMEA,>4cm,0
IN-106-AR,MPHA,<4cm,0
IN-106-AR,MPHA,>4cm,0
IN-106-AR,MYCE,<4cm,0
IN-106-AR,MYCE,>4cm,0
IN-106-AR,OANN,<4cm,0
IN-106-AR,OANN,>4cm,0
IN-106-AR,ODIF,<4cm,0
IN-106-AR,ODIF,>4cm,0
IN-106-AR,OFAV,<4cm,0
IN-106-AR,OFAV,>4cm,0
IN-106-AR,PAST,<4cm,0
IN-106-AR,PAST,>4cm,5
IN-106-AR,PCLI,<4cm,0
IN-106-AR,PCLI,>4cm,0
IN-106-AR,PFUR,<4cm,0
IN-106-AR,PFUR,>4cm,0
IN-106-AR,PPOR,<4cm,0
IN-106-AR,PPOR,>4cm,2
IN-106-AR,PSTR,<4cm,0
IN-106-AR,PSTR,>4cm,0
IN-106-AR,SBOU,<4cm,0
IN-106-AR,SBOU,>4cm,0
IN-106-AR,SCOL,<4cm,0
IN-106-AR,SCOL,>4cm,0
IN-106-AR,SCUB,<4cm,0
IN-106-AR,SCUB,>4cm,0
IN-106-AR,SIDE,<4cm,41
IN-106-AR,SIDE,>4cm,0
IN-106-AR,SINT,<4cm,1
IN-106-AR,SINT,>4cm,0
IN-106-AR,SRAD,<4cm,0
IN-106-AR,SRAD,>4cm,6
IN-106-AR,SSID,<4cm,0
IN-106-AR,SSID,>4cm,7
IN-107-AR,AAGA,<4cm,0
IN-107-AR,AAGA,>4cm,0
IN-107-AR,ACER,<4cm,0
IN-107-AR,ACER,>4cm,0
IN-107-AR,AFRA,<4cm,0
IN-107-AR,AFRA,>4cm,0
IN-107-AR,AGAR,<4cm,0
IN-107-AR,AGAR,>4cm,0
IN-107-AR,AHUM,<4cm,0
IN-107-AR,AHUM,>4cm,0
IN-107-AR,ALAM,<4cm,0
IN-107-AR,ALAM,>4cm,0
IN-107-AR,CNAT,<4cm,0
IN-107-AR,CNAT,>4cm,0
IN-107-AR,DLAB,<4cm,0
IN-107-AR,DLAB,>4cm,0
IN-107-AR,DSTO,<4cm,0
IN-107-AR,DSTO,>4cm,1
IN-107-AR,EFAS,<4cm,0
IN-107-AR,EFAS,>4cm,0
IN-107-AR,HCUC,<4cm,0
IN-107-AR,HCUC,>4cm,0
IN-107-AR,MADR,<4cm,0
IN-107-AR,MADR,>4cm,0
IN-107-AR,MALI,<4cm,0
IN-107-AR,MALI,>4cm,0
IN-107-AR,MARE,<4cm,0
IN-107-AR,MARE,>4cm,0
IN-107-AR,MCAV,<4cm,6
IN-107-AR,MCAV,>4cm,0
IN-107-AR,MDEC,<4cm,0
IN-107-AR,MDEC,>4cm,0
IN-107-AR,MLAM,<4cm,0
IN-107-AR,MLAM,>4cm,0
IN-107-AR,MMEA,<4cm,0
IN-107-AR,MMEA,>4cm,0
IN-107-AR,MPHA,<4cm,0
IN-107-AR,MPHA,>4cm,0
IN-107-AR,MYCE,<4cm,0
IN-107-AR,MYCE,>4cm,0
IN-107-AR,OANN,<4cm,0
IN-107-AR,OANN,>4cm,0
IN-107-AR,ODIF,<4cm,0
IN-107-AR,ODIF,>4cm,0
IN-107-AR,OFAV,<4cm,0
IN-107-AR,OFAV,>4cm,0
IN-107-AR,PAST,<4cm,2
IN-107-AR,PAST,>4cm,17
IN-107-AR,PCLI,<4cm,1
IN-107-AR,PCLI,>4cm,0
IN-107-AR,PFUR,<4cm,0
IN-107-AR,PFUR,>4cm,0
IN-107-AR,PPOR,<4cm,2
IN-107-AR,PPOR,>4cm,2
IN-107-AR,PSTR,<4cm,1
IN-107-AR,PSTR,>4cm,0
IN-107-AR,SBOU,<4cm,0
IN-107-AR,SBOU,>4cm,0
IN-107-AR,SCOL,<4cm,0
IN-107-AR,SCOL,>4cm,0
IN-107-AR,SCUB,<4cm,0
IN-107-AR,SCUB,>4cm,0
IN-107-AR,SIDE,<4cm,33
IN-107-AR,SIDE,>4cm,0
IN-107-AR,SINT,<4cm,0
IN-107-AR,SINT,>4cm,1
IN-107-AR,SRAD,<4cm,0
IN-107-AR,SRAD,>4cm,1
IN-107-AR,SSID,<4cm,0
IN-107-AR,SSID,>4cm,6
IN-108-AR,AAGA,<4cm,0
IN-108-AR,AAGA,>4cm,0
IN-108-AR,ACER,<4cm,0
IN-108-AR,ACER,>4cm,0
IN-108-AR,AFRA,<4cm,0
IN-108-AR,AFRA,>4cm,0
IN-108-AR,AGAR,<4cm,0
