site,taxon,class,n
IN-18-CP,MYCE,>4cm,0
IN-18-CP,OANN,<4cm,0
IN-18-CP,OANN,>4cm,0
IN-18-CP,ODIF,<4cm,0
IN-18-CP,ODIF,>4cm,0
IN-18-CP,OFAV,<4cm,0
IN-18-CP,OFAV,>4cm,0
IN-18-CP,PAST,<4cm,1
IN-18-CP,PAST,>4cm,2
IN-18-CP,PCLI,<4cm,0
IN-18-CP,PCLI,>4cm,0
IN-18-CP,PFUR,<4cm,0
IN-18-CP,PFUR,>4cm,0
IN-18-CP,PPOR,<4cm,0
IN-18-CP,PPOR,>4cm,1
IN-18-CP,PSTR,<4cm,1
IN-18-CP,PSTR,>4cm,0
IN-18-CP,SBOU,<4cm,0
IN-18-CP,SBOU,>4cm,0
IN-18-CP,SCOL,<4cm,0
IN-18-CP,SCOL,>4cm,0
IN-18-CP,SCUB,<4cm,0
IN-18-CP,SCUB,>4cm,0
IN-18-CP,SIDE,<4cm,9
IN-18-CP,SIDE,>4cm,0
IN-18-CP,SINT,<4cm,0
IN-18-CP,SINT,>4cm,0
IN-18-CP,SRAD,<4cm,0
IN-18-CP,SRAD,>4cm,0
IN-18-CP,SSID,<4cm,0
IN-18-CP,SSID,>4cm,2
IN-180-LR,AAGA,<4cm,0
IN-180-LR,AAGA,>4cm,0
IN-180-LR,ACER,<4cm,0
IN-180-LR,ACER,>4cm,0
IN-180-LR,AFRA,<4cm,0
IN-180-LR,AFRA,>4cm,0
IN-180-LR,AGAR,<4cm,0
IN-180-LR,AGAR,>4cm,0
IN-180-LR,AHUM,<4cm,0
IN-180-LR,AHUM,>4cm,0
IN-180-LR,ALAM,<4cm,0
IN-180-LR,ALAM,>4cm,0
IN-180-LR,CNAT,<4cm,0
IN-180-LR,CNAT,>4cm,0
IN-180-LR,DLAB,<4cm,0
IN-180-LR,DLAB,>4cm,1
IN-180-LR,DSTO,<4cm,0
IN-180-LR,DSTO,>4cm,0
IN-180-LR,EFAS,<4cm,0
IN-180-LR,EFAS,>4cm,0
IN-180-LR,HCUC,<4cm,0
IN-180-LR,HCUC,>4cm,0
IN-180-LR,MADR,<4cm,0
IN-180-LR,MADR,>4cm,0
IN-180-LR,MALI,<4cm,0
IN-180-LR,MALI,>4cm,0
IN-180-LR,MARE,<4cm,0
IN-180-LR,MARE,>4cm,0
IN-180-LR,MCAV,<4cm,6
IN-180-LR,MCAV,>4cm,3
IN-180-LR,MDEC,<4cm,0
IN-180-LR,MDEC,>4cm,0
IN-180-LR,MLAM,<4cm,0
IN-180-LR,MLAM,>4cm,0
IN-180-LR,MMEA,<4cm,0
IN-180-LR,MMEA,>4cm,0
IN-180-LR,MPHA,<4cm,0
IN-180-LR,MPHA,>4cm,0
IN-180-LR,MYCE,<4cm,0
IN-180-LR,MYCE,>4cm,0
IN-180-LR,OANN,<4cm,0
IN-180-LR,OANN,>4cm,0
IN-180-LR,ODIF,<4cm,0
IN-180-LR,ODIF,>4cm,0
IN-180-LR,OFAV,<4cm,0
IN-180-LR,OFAV,>4cm,0
IN-180-LR,PAST,<4cm,0
IN-180-LR,PAST,>4cm,2
IN-180-LR,PCLI,<4cm,0
IN-180-LR,PCLI,>4cm,0
IN-180-LR,PFUR,<4cm,0
IN-180-LR,PFUR,>4cm,0
IN-180-LR,PPOR,<4cm,0
IN-180-LR,PPOR,>4cm,0
IN-180-LR,PSTR,<4cm,0
IN-180-LR,PSTR,>4cm,1
IN-180-LR,SBOU,<4cm,0
IN-180-LR,SBOU,>4cm,0
IN-180-LR,SCOL,<4cm,0
IN-180-LR,SCOL,>4cm,0
IN-180-LR,SCUB,<4cm,0
IN-180-LR,SCUB,>4cm,0
IN-180-LR,SIDE,<4cm,29
IN-180-LR,SIDE,>4cm,0
IN-180-LR,SINT,<4cm,0
IN-180-LR,SINT,>4cm,12
IN-180-LR,SRAD,<4cm,0
IN-180-LR,SRAD,>4cm,1
IN-180-LR,SSID,<4cm,0
IN-180-LR,SSID,>4cm,6
IN-19-CP,AAGA,<4cm,0
IN-19-CP,AAGA,>4cm,0
IN-19-CP,ACER,<4cm,0
IN-19-CP,ACER,>4cm,0
IN-19-CP,AFRA,<4cm,0
IN-19-CP,AFRA,>4cm,0
IN-19-CP,AGAR,<4cm,0
IN-19-CP,AGAR,>4cm,0
IN-19-CP,AHUM,<4cm,0
IN-19-CP,AHUM,>4cm,0
IN-19-CP,ALAM,<4cm,0
IN-19-CP,ALAM,>4cm,0
IN-19-CP,CNAT,<4cm,0
IN-19-CP,CNAT,>4cm,0
IN-19-CP,DLAB,<4cm,0
IN-19-CP,DLAB,>4cm,0
IN-19-CP,DSTO,<4cm,1
IN-19-CP,DSTO,>4cm,0
IN-19-CP,EFAS,<4cm,0
IN-19-CP,EFAS,>4cm,0
IN-19-CP,HCUC,<4cm,0
IN-19-CP,HCUC,>4cm,0
IN-19-CP,MADR,<4cm,0
IN-19-CP,MADR,>4cm,0
IN-19-CP,MALI,<4cm,0
IN-19-CP,MALI,>4cm,0
IN-19-CP,MARE,<4cm,0
IN-19-CP,MARE,>4cm,0
IN-19-CP,MCAV,<4cm,5
IN-19-CP,MCAV,>4cm,2
IN-19-CP,MDEC,<4cm,0
IN-19-CP,MDEC,>4cm,0
IN-19-CP,MLAM,<4cm,0
IN-19-CP,MLAM,>4cm,0
IN-19-CP,MMEA,<4cm,0
IN-19-CP,MMEA,>4cm,0
IN-19-CP,MPHA,<4cm,0
IN-19-CP,MPHA,>4cm,0
IN-19-CP,MYCE,<4cm,0
IN-19-CP,MYCE,>4cm,0
IN-19-CP,OANN,<4cm,0
IN-19-CP,OANN,>4cm,0
IN-19-CP,ODIF,<4cm,0
IN-19-CP,ODIF,>4cm,0
IN-19-CP,OFAV,<4cm,0
IN-19-CP,OFAV,>4cm,0
IN-19-CP,PAST,<4cm,0
IN-19-CP,PAST,>4cm,1
IN-19-CP,PCLI,<4cm,0
IN-19-CP,PCLI,>4cm,0
IN-19-CP,PFUR,<4cm,0
IN-19-CP,PFUR,>4cm,0
IN-19-CP,PPOR,<4cm,0
IN-19-CP,PPOR,>4cm,0
IN-19-CP,PSTR,<4cm,0
IN-19-CP,PSTR,>4cm,0
IN-19-CP,SBOU,<4cm,0
IN-19-CP,SBOU,>4cm,0
IN-19-CP,SCOL,<4cm,0
IN-19-CP,SCOL,>4cm,0
IN-19-CP,SCUB,<4cm,0
IN-19-CP,SCUB,>4cm,0
IN-19-CP,SIDE,<4cm,17
IN-19-CP,SIDE,>4cm,1
IN-19-CP,SINT,<4cm,3
IN-19-CP,SINT,>4cm,2
IN-19-CP,SRAD,<4cm,1
IN-19-CP,SRAD,>4cm,1
IN-19-CP,SSID,<4cm,0
IN-19-CP,SSID,>4cm,5
IN-193-CP,AAGA,<4cm,0
IN-193-CP,AAGA,>4cm,0
IN-193-CP,ACER,<4cm,0
IN-193-CP,ACER,>4cm,0
IN-193-CP,AFRA,<4cm,0
IN-193-CP,AFRA,>4cm,0
IN-193-CP,AGAR,<4cm,0
IN-193-CP,AGAR,>4cm,0
IN-193-CP,AHUM,<4cm,0
IN-193-CP,AHUM,>4cm,0
IN-193-CP,ALAM,<4cm,0
IN-193-CP,ALAM,>4cm,0
IN-193-CP,CNAT,<4cm,0
IN-193-CP,CNAT,>4cm,0
IN-193-CP,DLAB,<4cm,0
IN-193-CP,DLAB,>4cm,0
IN-193-CP,DSTO,<4cm,0
IN-193-CP,DSTO,>4cm,0
IN-193-CP,EFAS,<4cm,0
IN-193-CP,EFAS,>4cm,0
IN-193-CP,HCUC,<4cm,0
IN-193-CP,HCUC,>4cm,0
IN-193-CP,MADR,<4cm,0
IN-193-CP,MADR,>4cm,0
IN-193-CP,MALI,<4cm,0
IN-193-CP,MALI,>4cm,0
IN-193-CP,MARE,<4cm,0
IN-193-CP,MARE,>4cm,0
IN-193-CP,MCAV,<4cm,0
IN-193-CP,MCAV,>4cm,0
IN-193-CP,MDEC,<4cm,0
IN-193-CP,MDEC,>4cm,0
IN-193-CP,MLAM,<4cm,0
IN-193-CP,MLAM,>4cm,0
IN-193-CP,MMEA,<4cm,0
IN-193-CP,MMEA,>4cm,0
IN-193-CP,MPHA,<4cm,0
IN-193-CP,MPHA,>4cm,0
IN-193-CP,MYCE,<4cm,0
IN-193-CP,MYCE,>4cm,0
IN-193-CP,OANN,<4cm,0
IN-193-CP,OANN,>4cm,0
IN-193-CP,ODIF,<4cm,0
IN-193-CP,ODIF,>4cm,0
IN-193-CP,OFAV,<4cm,0
IN-193-CP,OFAV,>4cm,0
IN-193-CP,PAST,<4cm,2
IN-193-CP,PAST,>4cm,2
IN-193-CP,PCLI,<4cm,0
IN-193-CP,PCLI,>4cm,0
IN-193-CP,PFUR,<4cm,0
IN-193-CP,PFUR,>4cm,0
IN-193-CP,PPOR,<4cm,0
IN-193-CP,PPOR,>4cm,1
IN-193-CP,PSTR,<4cm,0
IN-193-CP,PSTR,>4cm,0
IN-193-CP,SBOU,<4cm,0
IN-193-CP,SBOU,>4cm,0
IN-193-CP,SCOL,<4cm,0
IN-193-CP,SCOL,>4cm,0
IN-193-CP,SCUB,<4cm,0
IN-193-CP,SCUB,>4cm,0
IN-193-CP,SIDE,<4cm,30
IN-193-CP,SIDE,>4cm,0
IN-193-CP,SINT,<4cm,0
IN-193-CP,SINT,>4cm,0
IN-193-CP,SRAD,<4cm,0
IN-193-CP,SRAD,>4cm,1
IN-193-CP,SSID,<4cm,1
IN-193-CP,SSID,>4cm,15
IN-194-CP,AAGA,<4cm,0
IN-194-CP,AAGA,>4cm,0
IN-194-CP,ACER,<4cm,0
IN-194-CP,ACER,>4cm,0
IN-194-CP,AFRA,<4cm,0
IN-194-CP,AFRA,>4cm,0
IN-194-CP,AGAR,<4cm,0
IN-194-CP,AGAR,>4cm,0
IN-194-CP,AHUM,<4cm,0
IN-194-CP,AHUM,>4cm,0
IN-194-CP,ALAM,<4cm,0
IN-194-CP,ALAM,>4cm,0
IN-194-CP,CNAT,<4cm,0
IN-194-CP,CNAT,>4cm,0
IN-194-CP,DLAB,<4cm,0
IN-194-CP,DLAB,>4cm,0
IN-194-CP,DSTO,<4cm,0
IN-194-CP,DSTO,>4cm,0
IN-194-CP,EFAS,<4cm,0
IN-194-CP,EFAS,>4cm,0
IN-194-CP,HCUC,<4cm,0
IN-194-CP,HCUC,>4cm,0
IN-194-CP,MADR,<4cm,0
IN-194-CP,MADR,>4cm,0
IN-194-CP,MALI,<4cm,0
IN-194-CP,MALI,>4cm,0
IN-194-CP,MARE,<4cm,0
IN-194-CP,MARE,>4cm,0
IN-194-CP,MCAV,<4cm,0
IN-194-CP,MCAV,>4cm,0
IN-194-CP,MDEC,<4cm,0
IN-194-CP,MDEC,>4cm,0
IN-194-CP,MLAM,<4cm,0
IN-194-CP,MLAM,>4cm,0
IN-194-CP,MMEA,<4cm,0
IN-194-CP,MMEA,>4cm,0
IN-194-CP,MPHA,<4cm,0
IN-194-CP,MPHA,>4cm,0
IN-194-CP,MYCE,<4cm,0
IN-194-CP,MYCE,>4cm,0
IN-194-CP,OANN,<4cm,0
IN-194-CP,OANN,>4cm,0
IN-194-CP,ODIF,<4cm,0
IN-194-CP,ODIF,>4cm,0
IN-194-CP,OFAV,<4cm,0
IN-194-CP,OFAV,>4cm,0
IN-194-CP,PAST,<4cm,0
IN-194-CP,PAST,>4cm,1
IN-194-CP,PCLI,<4cm,0
IN-194-CP,PCLI,>4cm,0
IN-194-CP,PFUR,<4cm,0
IN-194-CP,PFUR,>4cm,0
IN-194-CP,PPOR,<4cm,0
IN-194-CP,PPOR,>4cm,1
IN-194-CP,PSTR,<4cm,0
IN-194-CP,PSTR,>4cm,4
IN-194-CP,SBOU,<4cm,0
IN-194-CP,SBOU,>4cm,0
IN-194-CP,SCOL,<4cm,0
IN-194-CP,SCOL,>4cm,0
IN-194-CP,SCUB,<4cm,0
IN-194-CP,SCUB,>4cm,0
IN-194-CP,SIDE,<4cm,4
IN-194-CP,SIDE,>4cm,0
IN-194-CP,SINT,<4cm,0
IN-194-CP,SINT,>4cm,0
IN-194-CP,SRAD,<4cm,0
IN-194-CP,SRAD,>4cm,0
IN-194-CP,SSID,<4cm,0
IN-194-CP,SSID,>4cm,0
IN-195-RR,AAGA,<4cm,0
IN-195-RR,AAGA,>4cm,0
IN-195-RR,ACER,<4cm,0
IN-195-RR,ACER,>4cm,7
IN-195-RR,AFRA,<4cm,0
IN-195-RR,AFRA,>4cm,0
IN-195-RR,AGAR,<4cm,0
IN-195-RR,AGAR,>4cm,0
IN-195-RR,AHUM,<4cm,0
IN-195-RR,AHUM,>4cm,0
IN-195-RR,ALAM,<4cm,0
IN-195-RR,ALAM,>4cm,0
IN-195-RR,CNAT,<4cm,0
IN-195-RR,CNAT,>4cm,0
IN-195-RR,DLAB,<4cm,0
IN-195-RR,DLAB,>4cm,0
IN-195-RR,DSTO,<4cm,0
IN-195-RR,DSTO,>4cm,0
IN-195-RR,EFAS,<4cm,0
IN-195-RR,EFAS,>4cm,0
IN-195-RR,HCUC,<4cm,0
IN-195-RR,HCUC,>4cm,0
IN-195-RR,MADR,<4cm,0
IN-195-RR,MADR,>4cm,0
IN-195-RR,MALI,<4cm,0
IN-195-RR,MALI,>4cm,0
IN-195-RR,MARE,<4cm,0
IN-195-RR,MARE,>4cm,0
IN-195-RR,MCAV,<4cm,0
IN-195-RR,MCAV,>4cm,0
IN-195-RR,MDEC,<4cm,0
IN-195-RR,MDEC,>4cm,0
IN-195-RR,MLAM,<4cm,0
IN-195-RR,MLAM,>4cm,0
IN-195-RR,MMEA,<4cm,0
IN-195-RR,MMEA,>4cm,0
IN-195-RR,MPHA,<4cm,0
IN-195-RR,MPHA,>4cm,0
IN-195-RR,MYCE,<4cm,0
IN-195-RR,MYCE,>4cm,0
IN-195-RR,OANN,<4cm,0
IN-195-RR,OANN,>4cm,0
IN-195-RR,ODIF,<4cm,0
IN-195-RR,ODIF,>4cm,0
IN-195-RR,OFAV,<4cm,0
IN-195-RR,OFAV,>4cm,0
IN-195-RR,PAST,<4cm,1
IN-195-RR,PAST,>4cm,7
IN-195-RR,PCLI,<4cm,0
IN-195-RR,PCLI,>4cm,0
IN-195-RR,PFUR,<4cm,0
IN-195-RR,PFUR,>4cm,0
IN-195-RR,PPOR,<4cm,0
IN-195-RR,PPOR,>4cm,1
IN-195-RR,PSTR,<4cm,0
IN-195-RR,PSTR,>4cm,1
IN-195-RR,SBOU,<4cm,0
IN-195-RR,SBOU,>4cm,0
IN-195-RR,SCOL,<4cm,0
IN-195-RR,SCOL,>4cm,0
IN-195-RR,SCUB,<4cm,0
IN-195-RR,SCUB,>4cm,0
IN-195-RR,SIDE,<4cm,2
IN-195-RR,SIDE,>4cm,0
IN-195-RR,SINT,<4cm,0
IN-195-RR,SINT,>4cm,0
IN-195-RR,SRAD,<4cm,0
IN-195-RR,SRAD,>4cm,0
IN-195-RR,SSID,<4cm,0
IN-195-RR,SSID,>4cm,3
IN-2-AR,AAGA,<4cm,0
IN-2-AR,AAGA,>4cm,0
IN-2-AR,ACER,<4cm,0
IN-2-AR,ACER,>4cm,0
IN-2-AR,AFRA,<4cm,0
IN-2-AR,AFRA,>4cm,0
IN-2-AR,AGAR,<4cm,0
IN-2-AR,AGAR,>4cm,0
IN-2-AR,AHUM,<4cm,0
IN-2-AR,AHUM,>4cm,0
IN-2-AR,ALAM,<4cm,0
IN-2-AR,ALAM,>4cm,0
IN-2-AR,CNAT,<4cm,0
IN-2-AR,CNAT,>4cm,0
IN-2-AR,DLAB,<4cm,0
IN-2-AR,DLAB,>4cm,0
IN-2-AR,DSTO,<4cm,0
IN-2-AR,DSTO,>4cm,0
IN-2-AR,EFAS,<4cm,0
IN-2-AR,EFAS,>4cm,0
IN-2-AR,HCUC,<4cm,0
IN-2-AR,HCUC,>4cm,0
IN-2-AR,MADR,<4cm,0
IN-2-AR,MADR,>4cm,0
IN-2-AR,MALI,<4cm,0
IN-2-AR,MALI,>4cm,0
IN-2-AR,MARE,<4cm,0
IN-2-AR,MARE,>4cm,0
IN-2-AR,MCAV,<4cm,0
IN-2-AR,MCAV,>4cm,0
IN-2-AR,MDEC,<4cm,0
IN-2-AR,MDEC,>4cm,0
IN-2-AR,MLAM,<4cm,0
IN-2-AR,MLAM,>4cm,0
IN-2-AR,MMEA,<4cm,0
IN-2-AR,MMEA,>4cm,0
IN-2-AR,MPHA,<4cm,0
IN-2-AR,MPHA,>4cm,0
IN-2-AR,MYCE,<4cm,0
IN-2-AR,MYCE,>4cm,0
IN-2-AR,OANN,<4cm,0
IN-2-AR,OANN,>4cm,0
IN-2-AR,ODIF,<4cm,0
IN-2-AR,ODIF,>4cm,0
IN-2-AR,OFAV,<4cm,0
IN-2-AR,OFAV,>4cm,0
IN-2-AR,PAST,<4cm,0
IN-2-AR,PAST,>4cm,0
IN-2-AR,PCLI,<4cm,0
IN-2-AR,PCLI,>4cm,0
IN-2-AR,PFUR,<4cm,0
IN-2-AR,PFUR,>4cm,0
IN-2-AR,PPOR,<4cm,0
IN-2-AR,PPOR,>4cm,0
IN-2-AR,PSTR,<4cm,0
IN-2-AR,PSTR,>4cm,0
IN-2-AR,SBOU,<4cm,0
IN-2-AR,SBOU,>4cm,0
IN-2-AR,SCOL,<4cm,0
IN-2-AR,SCOL,>4cm,0
IN-2-AR,SCUB,<4cm,0
IN-2-AR,SCUB,>4cm,0
IN-2-AR,SIDE,<4cm,13
IN-2-AR,SIDE,>4cm,0
IN-2-AR,SINT,<4cm,0
IN-2-AR,SINT,>4cm,0
IN-2-AR,SRAD,<4cm,0
IN-2-AR,SRAD,>4cm,0
IN-2-AR,SSID,<4cm,0
IN-2-AR,SSID,>4cm,1
IN-20-CP,AAGA,<4cm,0
IN-20-CP,AAGA,>4cm,0
IN-20-CP,ACER,<4cm,0
IN-20-CP,ACER,>4cm,0
IN-20-CP,AFRA,<4cm,0
IN-20-CP,AFRA,>4cm,0
IN-20-CP,AGAR,<4cm,0
IN-20-CP,AGAR,>4cm,0
IN-20-CP,AHUM,<4cm,0
IN-20-CP,AHUM,>4cm,0
IN-20-CP,ALAM,<4cm,0
IN-20-CP,ALAM,>4cm,0
IN-20-CP,CNAT,<4cm,0
IN-20-CP,CNAT,>4cm,0
IN-20-CP,DLAB,<4cm,1
IN-20-CP,DLAB,>4cm,0
IN-20-CP,DSTO,<4cm,1
IN-20-CP,DSTO,>4cm,0
IN-20-CP,EFAS,<4cm,0
IN-20-CP,EFAS,>4cm,0
IN-20-CP,HCUC,<4cm,0
IN-20-CP,HCUC,>4cm,0
IN-20-CP,MADR,<4cm,0
IN-20-CP,MADR,>4cm,0
IN-20-CP,MALI,<4cm,0
IN-20-CP,MALI,>4cm,0
IN-20-CP,MARE,<4cm,0
IN-20-CP,MARE,>4cm,0
IN-20-CP,MCAV,<4cm,2
IN-20-CP,MCAV,>4cm,0
IN-20-CP,MDEC,<4cm,0
IN-20-CP,MDEC,>4cm,0
IN-20-CP,MLAM,<4cm,0
IN-20-CP,MLAM,>4cm,0
IN-20-CP,MMEA,<4cm,0
IN-20-CP,MMEA,>4cm,0
IN-20-CP,MPHA,<4cm,0
IN-20-CP,MPHA,>4cm,0
IN-20-CP,MYCE,<4cm,0
IN-20-CP,MYCE,>4cm,0
IN-20-CP,OANN,<4cm,0
IN-20-CP,OANN,>4cm,0
IN-20-CP,ODIF,<4cm,0
IN-20-CP,ODIF,>4cm,0
IN-20-CP,OFAV,<4cm,0
IN-20-CP,OFAV,>4cm,0
IN-20-CP,PAST,<4cm,0
IN-20-CP,PAST,>4cm,2
IN-20-CP,PCLI,<4cm,0
IN-20-CP,PCLI,>4cm,0
IN-20-CP,PFUR,<4cm,0
IN-20-CP,PFUR,>4cm,0
IN-20-CP,PPOR,<4cm,0
IN-20-CP,PPOR,>4cm,2
IN-20-CP,PSTR,<4cm,1
IN-20-CP,PSTR,>4cm,0
IN-20-CP,SBOU,<4cm,0
IN-20-CP,SBOU,>4cm,0
IN-20-CP,SCOL,<4cm,0
IN-20-CP,SCOL,>4cm,0
IN-20-CP,SCUB,<4cm,0
IN-20-CP,SCUB,>4cm,0
IN-20-CP,SIDE,<4cm,16
IN-20-CP,SIDE,>4cm,0
IN-20-CP,SINT,<4cm,0
IN-20-CP,SINT,>4cm,0
IN-20-CP,SRAD,<4cm,0
IN-20-CP,SRAD,>4cm,0
IN-20-CP,SSID,<4cm,0
IN-20-CP,SSID,>4cm,1
IN-21-LR,AAGA,<4cm,0
IN-21-LR,AAGA,>4cm,0
IN-21-LR,ACER,<4cm,0
IN-21-LR,ACER,>4cm,0
IN-21-LR,AFRA,<4cm,0
IN-21-LR,AFRA,>4cm,0
IN-21-LR,AGAR,<4cm,0
IN-21-LR,AGAR,>4cm,0
IN-21-LR,AHUM,<4cm,0
IN-21-LR,AHUM,>4cm,0
IN-21-LR,ALAM,<4cm,0
IN-21-LR,ALAM,>4cm,0
IN-21-LR,CNAT,<4cm,0
IN-21-LR,CNAT,>4cm,0
IN-21-LR,DLAB,<4cm,0
IN-21-LR,DLAB,>4cm,0
IN-21-LR,DSTO,<4cm,1
IN-21-LR,DSTO,>4cm,1
IN-21-LR,EFAS,<4cm,0
IN-21-LR,EFAS,>4cm,0
IN-21-LR,HCUC,<4cm,0
IN-21-LR,HCUC,>4cm,0
IN-21-LR,MADR,<4cm,0
IN-21-LR,MADR,>4cm,0
IN-21-LR,MALI,<4cm,0
IN-21-LR,MALI,>4cm,0
IN-21-LR,MARE,<4cm,0
IN-21-LR,MARE,>4cm,0
IN-21-LR,MCAV,<4cm,5
IN-21-LR,MCAV,>4cm,1
IN-21-LR,MDEC,<4cm,0
IN-21-LR,MDEC,>4cm,0
IN-21-LR,MLAM,<4cm,0
IN-21-LR,MLAM,>4cm,0
IN-21-LR,MMEA,<4cm,0
IN-21-LR,MMEA,>4cm,0
IN-21-LR,MPHA,<4cm,0
IN-21-LR,MPHA,>4cm,0
IN-21-LR,MYCE,<4cm,0
IN-21-LR,MYCE,>4cm,0
IN-21-LR,OANN,<4cm,0
IN-21-LR,OANN,>4cm,0
IN-21-LR,ODIF,<4cm,0
IN-21-LR,ODIF,>4cm,0
IN-21-LR,OFAV,<4cm,0
IN-21-LR,OFAV,>4cm,0
IN-21-LR,PAST,<4cm,0
IN-21-LR,PAST,>4cm,2
IN-21-LR,PCLI,<4cm,0
IN-21-LR,PCLI,>4cm,0
IN-21-LR,PFUR,<4cm,0
IN-21-LR,PFUR,>4cm,0
IN-21-LR,PPOR,<4cm,0
IN-21-LR,PPOR,>4cm,0
IN-21-LR,PSTR,<4cm,0
IN-21-LR,PSTR,>4cm,2
IN-21-LR,SBOU,<4cm,4
IN-21-LR,SBOU,>4cm,0
IN-21-LR,SCOL,<4cm,0
IN-21-LR,SCOL,>4cm,0
IN-21-LR,SCUB,<4cm,0
IN-21-LR,SCUB,>4cm,0
IN-21-LR,SIDE,<4cm,19
IN-21-LR,SIDE,>4cm,0
IN-21-LR,SINT,<4cm,0
IN-21-LR,SINT,>4cm,0
IN-21-LR,SRAD,<4cm,0
IN-21-LR,SRAD,>4cm,2
IN-21-LR,SSID,<4cm,0
IN-21-LR,SSID,>4cm,3
IN-22-LR,AAGA,<4cm,0
IN-22-LR,AAGA,>4cm,0
IN-22-LR,ACER,<4cm,0
IN-22-LR,ACER,>4cm,0
IN-22-LR,AFRA,<4cm,0
IN-22-LR,AFRA,>4cm,0
IN-22-LR,AGAR,<4cm,0
IN-22-LR,AGAR,>4cm,0
IN-22-LR,AHUM,<4cm,0
IN-22-LR,AHUM,>4cm,0
IN-22-LR,ALAM,<4cm,0
IN-22-LR,ALAM,>4cm,0
IN-22-LR,CNAT,<4cm,0
IN-22-LR,CNAT,>4cm,0
IN-22-LR,DLAB,<4cm,0
IN-22-LR,DLAB,>4cm,0
IN-22-LR,DSTO,<4cm,0
IN-22-LR,DSTO,>4cm,2
IN-22-LR,EFAS,<4cm,0
IN-22-LR,EFAS,>4cm,0
IN-22-LR,HCUC,<4cm,0
IN-22-LR,HCUC,>4cm,0
IN-22-LR,MADR,<4cm,0
IN-22-LR,MADR,>4cm,0
IN-22-LR,MALI,<4cm,0
IN-22-LR,MALI,>4cm,0
IN-22-LR,MARE,<4cm,0
IN-22-LR,MARE,>4cm,0
IN-22-LR,MCAV,<4cm,3
IN-22-LR,MCAV,>4cm,1
IN-22-LR,MDEC,<4cm,0
IN-22-LR,MDEC,>4cm,0
IN-22-LR,MLAM,<4cm,0
IN-22-LR,MLAM,>4cm,0
IN-22-LR,MMEA,<4cm,0
IN-22-LR,MMEA,>4cm,0
IN-22-LR,MPHA,<4cm,0
IN-22-LR,MPHA,>4cm,0
IN-22-LR,MYCE,<4cm,0
IN-22-LR,MYCE,>4cm,0
IN-22-LR,OANN,<4cm,0
IN-22-LR,OANN,>4cm,0
IN-22-LR,ODIF,<4cm,0
IN-22-LR,ODIF,>4cm,0
IN-22-LR,OFAV,<4cm,0
IN-22-LR,OFAV,>4cm,0
IN-22-LR,PAST,<4cm,1
IN-22-LR,PAST,>4cm,1
IN-22-LR,PCLI,<4cm,0
IN-22-LR,PCLI,>4cm,0
IN-22-LR,PFUR,<4cm,0
IN-22-LR,PFUR,>4cm,0
IN-22-LR,PPOR,<4cm,0
IN-22-LR,PPOR,>4cm,0
IN-22-LR,PSTR,<4cm,0
IN-22-LR,PSTR,>4cm,0
IN-22-LR,SBOU,<4cm,0
IN-22-LR,SBOU,>4cm,0
IN-22-LR,SCOL,<4cm,0
IN-22-LR,SCOL,>4cm,0
IN-22-LR,SCUB,<4cm,0
IN-22-LR,SCUB,>4cm,0
IN-22-LR,SIDE,<4cm,14
IN-22-LR,SIDE,>4cm,0
IN-22-LR,SINT,<4cm,0
IN-22-LR,SINT,>4cm,1
IN-22-LR,SRAD,<4cm,0
IN-22-LR,SRAD,>4cm,1
IN-22-LR,SSID,<4cm,0
IN-22-LR,SSID,>4cm,1
IN-23-LR,AAGA,<4cm,0
IN-23-LR,AAGA,>4cm,0
IN-23-LR,ACER,<4cm,0
IN-23-LR,ACER,>4cm,0
IN-23-LR,AFRA,<4cm,0
IN-23-LR,AFRA,>4cm,0
IN-23-LR,AGAR,<4cm,0
IN-23-LR,AGAR,>4cm,0
IN-23-LR,AHUM,<4cm,0
IN-23-LR,AHUM,>4cm,0
IN-23-LR,ALAM,<4cm,0
IN-23-LR,ALAM,>4cm,0
IN-23-LR,CNAT,<4cm,0
IN-23-LR,CNAT,>4cm,0
IN-23-LR,DLAB,<4cm,0
IN-23-LR,DLAB,>4cm,0
IN-23-LR,DSTO,<4cm,1
IN-23-LR,DSTO,>4cm,1
IN-23-LR,EFAS,<4cm,0
IN-23-LR,EFAS,>4cm,0
IN-23-LR,HCUC,<4cm,0
IN-23-LR,HCUC,>4cm,0
IN-23-LR,MADR,<4cm,0
IN-23-LR,MADR,>4cm,0
IN-23-LR,MALI,<4cm,0
IN-23-LR,MALI,>4cm,0
IN-23-LR,MARE,<4cm,0
IN-23-LR,MARE,>4cm,0
IN-23-LR,MCAV,<4cm,1
IN-23-LR,MCAV,>4cm,3
IN-23-LR,MDEC,<4cm,0
IN-23-LR,MDEC,>4cm,0
IN-23-LR,MLAM,<4cm,0
IN-23-LR,MLAM,>4cm,0
IN-23-LR,MMEA,<4cm,0
IN-23-LR,MMEA,>4cm,0
IN-23-LR,MPHA,<4cm,0
IN-23-LR,MPHA,>4cm,0
IN-23-LR,MYCE,<4cm,0
IN-23-LR,MYCE,>4cm,0
IN-23-LR,OANN,<4cm,0
IN-23-LR,OANN,>4cm,0
IN-23-LR,ODIF,<4cm,0
IN-23-LR,ODIF,>4cm,0
IN-23-LR,OFAV,<4cm,0
IN-23-LR,OFAV,>4cm,0
