site,taxon,class,n
31,SINT,<4cm,0
31,SINT,>4cm,0
31,SOLE,<4cm,0
31,SOLE,>4cm,0
32,ACER,<4cm,0
32,ACER,>4cm,0
32,AGAR,<4cm,0
32,AGAR,>4cm,1
32,DSTO,>4cm,0
32,EFAS,>4cm,0
32,FAVI,<4cm,0
32,FAVI,>4cm,0
32,FFRA,>4cm,0
32,MADR,<4cm,0
32,MADR,>4cm,0
32,MANG,>4cm,0
32,MCAV,<4cm,2
32,MCAV,>4cm,1
32,MEAN,<4cm,0
32,MMEA,>4cm,0
32,MUSS,<4cm,0
32,MYCE,>4cm,0
32,OCUL,<4cm,0
32,OCUL,>4cm,0
32,ORBI,<4cm,0
32,ORBI,>4cm,2
32,PAME,<4cm,0
32,PAME,>4cm,0
32,PORI,<4cm,4
32,PORI,>4cm,2
32,SCOL,>4cm,0
32,SIDE,<4cm,26
32,SIDE,>4cm,8
32,SINT,<4cm,1
32,SINT,>4cm,5
32,SOLE,<4cm,0
32,SOLE,>4cm,1
33,ACER,<4cm,0
33,ACER,>4cm,0
33,AGAR,<4cm,0
33,AGAR,>4cm,0
33,DSTO,>4cm,1
33,EFAS,>4cm,0
33,FAVI,<4cm,0
33,FAVI,>4cm,0
33,FFRA,>4cm,0
33,MADR,<4cm,0
33,MADR,>4cm,0
33,MANG,>4cm,0
33,MCAV,<4cm,3
33,MCAV,>4cm,1
33,MEAN,<4cm,1
33,MMEA,>4cm,0
33,MUSS,<4cm,0
33,MYCE,>4cm,0
33,OCUL,<4cm,0
33,OCUL,>4cm,0
33,ORBI,<4cm,0
33,ORBI,>4cm,0
33,PAME,<4cm,0
33,PAME,>4cm,0
33,PORI,<4cm,0
33,PORI,>4cm,4
33,SCOL,>4cm,0
33,SIDE,<4cm,14
33,SIDE,>4cm,5
33,SINT,<4cm,1
33,SINT,>4cm,9
33,SOLE,<4cm,0
33,SOLE,>4cm,0
34,ACER,<4cm,0
34,ACER,>4cm,0
34,AGAR,<4cm,0
34,AGAR,>4cm,0
34,DSTO,>4cm,0
34,EFAS,>4cm,1
34,FAVI,<4cm,0
34,FAVI,>4cm,2
34,FFRA,>4cm,0
34,MADR,<4cm,0
34,MADR,>4cm,0
34,MANG,>4cm,0
34,MCAV,<4cm,2
34,MCAV,>4cm,4
34,MEAN,<4cm,0
34,MMEA,>4cm,1
34,MUSS,<4cm,0
34,MYCE,>4cm,0
34,OCUL,<4cm,0
34,OCUL,>4cm,0
34,ORBI,<4cm,0
34,ORBI,>4cm,0
34,PAME,<4cm,0
34,PAME,>4cm,0
34,PORI,<4cm,0
34,PORI,>4cm,6
34,SCOL,>4cm,0
34,SIDE,<4cm,6
34,SIDE,>4cm,7
34,SINT,<4cm,3
34,SINT,>4cm,2
34,SOLE,<4cm,0
34,SOLE,>4cm,1
35,ACER,<4cm,0
35,ACER,>4cm,0
35,AGAR,<4cm,0
35,AGAR,>4cm,2
35,DSTO,>4cm,3
35,EFAS,>4cm,0
35,FAVI,<4cm,1
35,FAVI,>4cm,0
35,FFRA,>4cm,0
35,MADR,<4cm,0
35,MADR,>4cm,1
35,MANG,>4cm,0
35,MCAV,<4cm,1
35,MCAV,>4cm,5
35,MEAN,<4cm,0
35,MMEA,>4cm,0
35,MUSS,<4cm,1
35,MYCE,>4cm,0
35,OCUL,<4cm,0
35,OCUL,>4cm,0
35,ORBI,<4cm,0
35,ORBI,>4cm,0
35,PAME,<4cm,0
35,PAME,>4cm,0
35,PORI,<4cm,8
35,PORI,>4cm,5
35,SCOL,>4cm,0
35,SIDE,<4cm,44
35,SIDE,>4cm,7
35,SINT,<4cm,4
35,SINT,>4cm,4
35,SOLE,<4cm,6
35,SOLE,>4cm,0
36,ACER,<4cm,0
36,ACER,>4cm,0
36,AGAR,<4cm,0
36,AGAR,>4cm,0
36,DSTO,>4cm,1
36,EFAS,>4cm,0
36,FAVI,<4cm,1
36,FAVI,>4cm,0
36,FFRA,>4cm,0
36,MADR,<4cm,0
36,MADR,>4cm,2
36,MANG,>4cm,0
36,MCAV,<4cm,3
36,MCAV,>4cm,2
36,MEAN,<4cm,0
36,MMEA,>4cm,0
36,MUSS,<4cm,0
36,MYCE,>4cm,0
36,OCUL,<4cm,0
36,OCUL,>4cm,0
36,ORBI,<4cm,0
36,ORBI,>4cm,0
36,PAME,<4cm,0
36,PAME,>4cm,0
36,PORI,<4cm,12
36,PORI,>4cm,8
36,SCOL,>4cm,0
36,SIDE,<4cm,26
36,SIDE,>4cm,1
36,SINT,<4cm,1
36,SINT,>4cm,3
36,SOLE,<4cm,0
36,SOLE,>4cm,0
37,ACER,<4cm,0
37,ACER,>4cm,0
37,AGAR,<4cm,0
37,AGAR,>4cm,1
37,DSTO,>4cm,0
37,EFAS,>4cm,0
37,FAVI,<4cm,1
37,FAVI,>4cm,0
37,FFRA,>4cm,0
37,MADR,<4cm,0
37,MADR,>4cm,4
37,MANG,>4cm,0
37,MCAV,<4cm,1
37,MCAV,>4cm,1
37,MEAN,<4cm,1
37,MMEA,>4cm,0
37,MUSS,<4cm,2
37,MYCE,>4cm,3
37,OCUL,<4cm,0
37,OCUL,>4cm,0
37,ORBI,<4cm,0
37,ORBI,>4cm,0
37,PAME,<4cm,0
37,PAME,>4cm,0
37,PORI,<4cm,4
37,PORI,>4cm,5
37,SCOL,>4cm,0
37,SIDE,<4cm,18
37,SIDE,>4cm,5
37,SINT,<4cm,9
37,SINT,>4cm,18
37,SOLE,<4cm,0
37,SOLE,>4cm,0
38,ACER,<4cm,0
38,ACER,>4cm,0
38,AGAR,<4cm,0
38,AGAR,>4cm,0
38,DSTO,>4cm,2
38,EFAS,>4cm,0
38,FAVI,<4cm,0
38,FAVI,>4cm,1
38,FFRA,>4cm,0
38,MADR,<4cm,0
38,MADR,>4cm,0
38,MANG,>4cm,0
38,MCAV,<4cm,1
38,MCAV,>4cm,2
38,MEAN,<4cm,0
38,MMEA,>4cm,0
38,MUSS,<4cm,0
38,MYCE,>4cm,0
38,OCUL,<4cm,0
38,OCUL,>4cm,0
38,ORBI,<4cm,0
38,ORBI,>4cm,0
38,PAME,<4cm,0
38,PAME,>4cm,0
38,PORI,<4cm,3
38,PORI,>4cm,20
38,SCOL,>4cm,0
38,SIDE,<4cm,31
38,SIDE,>4cm,13
38,SINT,<4cm,0
38,SINT,>4cm,0
38,SOLE,<4cm,0
38,SOLE,>4cm,1
39,ACER,<4cm,0
39,ACER,>4cm,0
39,AGAR,<4cm,0
39,AGAR,>4cm,0
39,DSTO,>4cm,0
39,EFAS,>4cm,0
39,FAVI,<4cm,0
39,FAVI,>4cm,0
39,FFRA,>4cm,0
39,MADR,<4cm,0
39,MADR,>4cm,0
39,MANG,>4cm,0
39,MCAV,<4cm,2
39,MCAV,>4cm,1
39,MEAN,<4cm,0
39,MMEA,>4cm,0
39,MUSS,<4cm,0
39,MYCE,>4cm,0
39,OCUL,<4cm,0
39,OCUL,>4cm,0
39,ORBI,<4cm,0
39,ORBI,>4cm,0
39,PAME,<4cm,0
39,PAME,>4cm,0
39,PORI,<4cm,1
39,PORI,>4cm,11
39,SCOL,>4cm,0
39,SIDE,<4cm,31
39,SIDE,>4cm,13
39,SINT,<4cm,1
39,SINT,>4cm,6
39,SOLE,<4cm,0
39,SOLE,>4cm,0
40,ACER,<4cm,0
40,ACER,>4cm,0
40,AGAR,<4cm,0
40,AGAR,>4cm,0
40,DSTO,>4cm,2
40,EFAS,>4cm,0
40,FAVI,<4cm,1
40,FAVI,>4cm,1
40,FFRA,>4cm,0
40,MADR,<4cm,0
40,MADR,>4cm,0
40,MANG,>4cm,0
40,MCAV,<4cm,7
40,MCAV,>4cm,4
40,MEAN,<4cm,0
40,MMEA,>4cm,0
40,MUSS,<4cm,0
40,MYCE,>4cm,0
40,OCUL,<4cm,0
40,OCUL,>4cm,0
40,ORBI,<4cm,0
40,ORBI,>4cm,7
40,PAME,<4cm,0
40,PAME,>4cm,0
40,PORI,<4cm,3
40,PORI,>4cm,10
40,SCOL,>4cm,0
40,SIDE,<4cm,34
40,SIDE,>4cm,15
40,SINT,<4cm,4
40,SINT,>4cm,10
40,SOLE,<4cm,0
40,SOLE,>4cm,0
41,ACER,<4cm,0
41,ACER,>4cm,0
41,AGAR,<4cm,0
41,AGAR,>4cm,0
41,DSTO,>4cm,1
41,EFAS,>4cm,0
41,FAVI,<4cm,0
41,FAVI,>4cm,0
41,FFRA,>4cm,0
41,MADR,<4cm,0
41,MADR,>4cm,0
41,MANG,>4cm,0
41,MCAV,<4cm,1
41,MCAV,>4cm,3
41,MEAN,<4cm,0
41,MMEA,>4cm,0
41,MUSS,<4cm,0
41,MYCE,>4cm,0
41,OCUL,<4cm,0
41,OCUL,>4cm,0
41,ORBI,<4cm,0
41,ORBI,>4cm,0
41,PAME,<4cm,0
41,PAME,>4cm,0
41,PORI,<4cm,1
41,PORI,>4cm,0
41,SCOL,>4cm,0
41,SIDE,<4cm,15
41,SIDE,>4cm,8
41,SINT,<4cm,2
41,SINT,>4cm,9
41,SOLE,<4cm,0
41,SOLE,>4cm,1
